service_id,capacity,duration,price,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,duration_competitor_2,is_holiday_pm1,is_holiday_madrid_pm1,is_holiday_catalonia_pm1,month_sin,month_cos,day_of_week_sin,day_of_week_cos,departure_time_sin,departure_time_cos,train_type_AVE,train_type_AVLO,train_type_IRYO,train_type_OUIGO,train_type_competitor_-2_AVE,train_type_competitor_-2_AVLO,train_type_competitor_-2_IRYO,train_type_competitor_-2_OUIGO,train_type_competitor_-1_AVE,train_type_competitor_-1_AVLO,train_type_competitor_-1_IRYO,train_type_competitor_-1_OUIGO,train_type_competitor_1_AVE,train_type_competitor_1_AVLO,train_type_competitor_1_IRYO,train_type_competitor_1_OUIGO,train_type_competitor_2_AVE,train_type_competitor_2_AVLO,train_type_competitor_2_IRYO,train_type_competitor_2_OUIGO,passengers
00020_22-04-2025-20.27,414,201.0,37.3,1289.0,-22.2,37.51,157.0,-4.8,30.59,172.0,34.8,32.78,172.0,40.2,42.55,172.0,0,0,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,90
00005_22-04-2025-21.02,509,172.0,32.78,923.0,-39.6,30.59,172.0,-34.8,37.3,201.0,5.4,42.55,172.0,550.2,36.48,157.0,0,0,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,199
00007_22-04-2025-21.07,414,172.0,42.55,923.0,-40.2,37.3,201.0,-5.4,32.78,172.0,544.8,36.48,157.0,555.0,46.09,157.0,0,0,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,46
00001_23-04-2025-06.12,581,157.0,36.48,1401.0,-550.2,32.78,172.0,-544.8,42.55,172.0,10.2,46.09,157.0,15.0,54.29,178.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_23-04-2025-06.22,461,157.0,46.09,1401.0,-555.0,42.55,172.0,-10.2,36.48,157.0,4.8,54.29,178.0,34.8,90.13,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_23-04-2025-06.27,359,178.0,54.29,1401.0,-15.0,36.48,157.0,-4.8,46.09,157.0,30.0,90.13,157.0,34.8,37.19,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_23-04-2025-06.57,414,157.0,90.13,1384.0,-34.8,46.09,157.0,-30.0,54.29,178.0,4.8,37.19,172.0,25.2,25.45,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_23-04-2025-07.02,509,172.0,37.19,1798.0,-34.8,54.29,178.0,-4.8,90.13,157.0,20.4,25.45,157.0,25.2,38.73,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_23-04-2025-07.22,461,157.0,25.45,1798.0,-25.2,90.13,157.0,-20.4,37.19,172.0,4.8,38.73,199.0,34.8,57.14,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_23-04-2025-07.27,414,199.0,38.73,1384.0,-25.2,37.19,172.0,-4.8,25.45,157.0,30.0,57.14,157.0,60.0,94.6,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_23-04-2025-07.57,414,157.0,57.14,414.0,-34.8,25.45,157.0,-30.0,38.73,199.0,30.0,94.6,172.0,34.8,45.54,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_23-04-2025-08.27,414,172.0,94.6,1289.0,-60.0,38.73,199.0,-30.0,57.14,157.0,4.8,45.54,157.0,30.0,56.05,164.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,263
00002_23-04-2025-08.32,461,157.0,45.54,1289.0,-34.8,57.14,157.0,-4.8,94.6,172.0,25.2,56.05,164.0,50.4,54.11,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_23-04-2025-08.57,414,164.0,56.05,1336.0,-30.0,94.6,172.0,-25.2,45.54,157.0,25.2,54.11,172.0,30.0,82.23,194.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,414
00009_23-04-2025-09.22,461,172.0,54.11,1289.0,-50.4,45.54,157.0,-25.2,56.05,164.0,4.8,82.23,194.0,34.8,66.98,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,403
00010_23-04-2025-09.27,414,194.0,82.23,875.0,-30.0,56.05,164.0,-4.8,54.11,172.0,30.0,66.98,172.0,34.8,45.38,182.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12
00009_23-04-2025-09.57,461,172.0,66.98,970.0,-34.8,54.11,172.0,-30.0,82.23,194.0,4.8,45.38,182.0,30.0,50.65,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,47
00011_23-04-2025-10.02,509,182.0,45.38,1551.0,-34.8,82.23,194.0,-4.8,66.98,172.0,25.2,50.65,172.0,80.4,40.0,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,360
00012_23-04-2025-10.27,581,172.0,50.65,1090.0,-30.0,66.98,172.0,-25.2,45.38,182.0,55.2,40.0,172.0,60.0,38.51,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
00009_23-04-2025-11.22,461,172.0,40.0,1287.0,-80.4,45.38,182.0,-55.2,50.65,172.0,4.8,38.51,199.0,60.0,37.79,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,458
00006_23-04-2025-11.27,826,199.0,38.51,1287.0,-60.0,50.65,172.0,-4.8,40.0,172.0,55.2,37.79,172.0,60.0,72.33,197.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,556
00009_23-04-2025-12.22,461,172.0,37.79,839.0,-60.0,40.0,172.0,-55.2,38.51,199.0,4.8,72.33,197.0,34.8,54.91,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,400
00013_23-04-2025-12.27,378,197.0,72.33,839.0,-60.0,38.51,199.0,-4.8,37.79,172.0,30.0,54.91,157.0,51.0,48.24,184.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6
00004_23-04-2025-12.57,414,157.0,54.91,753.0,-34.8,37.79,172.0,-30.0,72.33,197.0,21.0,48.24,184.0,64.8,46.76,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.24615329302899255,-0.9692309097067545,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,144
00014_23-04-2025-13.18,339,184.0,48.24,753.0,-51.0,72.33,197.0,-21.0,54.91,157.0,43.8,46.76,172.0,54.0,37.36,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.33380685923377096,-0.9426414910921784,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,166
00009_23-04-2025-14.02,461,172.0,46.76,1261.0,-64.8,54.91,157.0,-43.8,48.24,184.0,10.2,37.36,157.0,25.2,28.32,177.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5067862565108238,-0.8620717430769586,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,112
00015_23-04-2025-14.12,509,157.0,37.36,1261.0,-54.0,48.24,184.0,-10.2,46.76,172.0,15.0,28.32,177.0,30.0,42.4,179.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5446390350150268,-0.8386705679454243,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,509
00016_23-04-2025-14.27,291,177.0,28.32,1722.0,-25.2,46.76,172.0,-15.0,37.36,157.0,15.0,42.4,179.0,30.0,52.02,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.598324600570659,-0.8012538126910607,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,291
00017_23-04-2025-14.42,461,179.0,42.4,1166.0,-30.0,37.36,157.0,-15.0,28.32,177.0,15.0,52.02,157.0,45.0,32.03,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.6494480483301835,-0.760405965600031,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,324
00004_23-04-2025-14.57,414,157.0,52.02,875.0,-30.0,28.32,177.0,-15.0,42.4,179.0,30.0,32.03,199.0,60.0,42.32,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,380
00018_23-04-2025-15.27,571,199.0,32.03,571.0,-45.0,42.4,179.0,-30.0,52.02,157.0,30.0,42.32,157.0,60.0,44.79,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,571
00004_23-04-2025-15.57,414,157.0,42.32,414.0,-60.0,52.02,157.0,-30.0,32.03,199.0,30.0,44.79,172.0,40.2,36.16,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,414
00007_23-04-2025-16.27,414,172.0,44.79,875.0,-60.0,32.03,199.0,-30.0,42.32,157.0,10.2,36.16,157.0,30.0,132.17,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_23-04-2025-16.37,461,157.0,36.16,1289.0,-40.2,42.32,157.0,-10.2,44.79,172.0,19.8,132.17,157.0,39.6,23.89,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00004_23-04-2025-16.57,414,157.0,132.17,1845.0,-30.0,44.79,172.0,-19.8,36.16,157.0,19.8,23.89,157.0,25.2,50.33,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
00015_23-04-2025-17.17,509,157.0,23.89,1798.0,-39.6,36.16,157.0,-19.8,132.17,157.0,5.4,50.33,172.0,10.2,72.25,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00009_23-04-2025-17.22,461,172.0,50.33,1798.0,-25.2,132.17,157.0,-5.4,23.89,157.0,4.8,72.25,199.0,34.8,46.78,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_23-04-2025-17.27,414,199.0,72.25,1384.0,-10.2,23.89,157.0,-4.8,50.33,172.0,30.0,46.78,157.0,60.0,82.97,177.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_23-04-2025-17.57,414,157.0,46.78,414.0,-34.8,50.33,172.0,-30.0,72.25,199.0,30.0,82.97,177.0,34.8,70.66,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00016_23-04-2025-18.27,414,177.0,82.97,875.0,-60.0,72.25,199.0,-30.0,46.78,157.0,4.8,70.66,157.0,30.0,129.14,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,60
00002_23-04-2025-18.32,461,157.0,70.66,1289.0,-34.8,46.78,157.0,-4.8,82.97,177.0,25.2,129.14,157.0,57.0,38.85,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,457
00004_23-04-2025-18.57,414,157.0,129.14,875.0,-30.0,82.97,177.0,-25.2,70.66,157.0,31.8,38.85,172.0,37.2,29.2,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
00009_23-04-2025-19.29,461,172.0,38.85,1042.0,-57.0,70.66,157.0,-31.8,129.14,157.0,5.4,29.2,201.0,36.0,54.7,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,461
00019_23-04-2025-19.34,581,201.0,29.2,1042.0,-37.2,129.14,157.0,-5.4,38.85,172.0,30.6,54.7,157.0,48.0,44.13,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,475
00004_23-04-2025-20.05,414,157.0,54.7,1289.0,-36.0,38.85,172.0,-30.6,29.2,201.0,17.4,44.13,172.0,22.2,60.83,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,340
00009_23-04-2025-20.22,461,172.0,44.13,1289.0,-48.0,29.2,201.0,-17.4,54.7,157.0,4.8,60.83,201.0,39.6,43.7,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,179
00020_23-04-2025-20.27,414,201.0,60.83,1289.0,-22.2,54.7,157.0,-4.8,44.13,172.0,34.8,43.7,172.0,40.2,49.51,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
00005_23-04-2025-21.02,509,172.0,43.7,923.0,-39.6,44.13,172.0,-34.8,60.83,201.0,5.4,49.51,172.0,550.2,25.44,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,50
00007_23-04-2025-21.07,414,172.0,49.51,923.0,-40.2,60.83,201.0,-5.4,43.7,172.0,544.8,25.44,157.0,555.0,37.47,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22
00001_24-04-2025-06.12,581,157.0,25.44,1401.0,-550.2,43.7,172.0,-544.8,49.51,172.0,10.2,37.47,157.0,15.0,26.46,178.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_24-04-2025-06.22,461,157.0,37.47,1401.0,-555.0,49.51,172.0,-10.2,25.44,157.0,4.8,26.46,178.0,34.8,76.14,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_24-04-2025-06.27,359,178.0,26.46,1401.0,-15.0,25.44,157.0,-4.8,37.47,157.0,30.0,76.14,157.0,34.8,60.37,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_24-04-2025-06.57,414,157.0,76.14,1384.0,-34.8,37.47,157.0,-30.0,26.46,178.0,4.8,60.37,172.0,25.2,30.27,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_24-04-2025-07.02,509,172.0,60.37,1798.0,-34.8,26.46,178.0,-4.8,76.14,157.0,20.4,30.27,157.0,25.2,49.37,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_24-04-2025-07.22,461,157.0,30.27,1798.0,-25.2,76.14,157.0,-20.4,60.37,172.0,4.8,49.37,199.0,34.8,50.9,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_24-04-2025-07.27,414,199.0,49.37,1384.0,-25.2,60.37,172.0,-4.8,30.27,157.0,30.0,50.9,157.0,60.0,46.15,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_24-04-2025-07.57,414,157.0,50.9,414.0,-34.8,30.27,157.0,-30.0,49.37,199.0,30.0,46.15,172.0,34.8,48.65,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_24-04-2025-08.27,414,172.0,46.15,1289.0,-60.0,49.37,199.0,-30.0,50.9,157.0,4.8,48.65,157.0,30.0,61.87,164.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_24-04-2025-08.32,461,157.0,48.65,1289.0,-34.8,50.9,157.0,-4.8,46.15,172.0,25.2,61.87,164.0,50.4,59.49,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_24-04-2025-08.57,414,164.0,61.87,1336.0,-30.0,46.15,172.0,-25.2,48.65,157.0,25.2,59.49,172.0,30.0,42.44,194.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,414
00009_24-04-2025-09.22,461,172.0,59.49,1289.0,-50.4,48.65,157.0,-25.2,61.87,164.0,4.8,42.44,194.0,34.8,39.12,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,181
00010_24-04-2025-09.27,414,194.0,42.44,875.0,-30.0,61.87,164.0,-4.8,59.49,172.0,30.0,39.12,172.0,34.8,44.45,182.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,414
00009_24-04-2025-09.57,461,172.0,39.12,970.0,-34.8,59.49,172.0,-30.0,42.44,194.0,4.8,44.45,182.0,30.0,50.62,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,461
00011_24-04-2025-10.02,509,182.0,44.45,1551.0,-34.8,42.44,194.0,-4.8,39.12,172.0,25.2,50.62,172.0,80.4,62.05,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,288
00012_24-04-2025-10.27,581,172.0,50.62,1090.0,-30.0,39.12,172.0,-25.2,44.45,182.0,55.2,62.05,172.0,60.0,51.01,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3
00009_24-04-2025-11.22,461,172.0,62.05,1287.0,-80.4,44.45,182.0,-55.2,50.62,172.0,4.8,51.01,199.0,60.0,44.11,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,116
00006_24-04-2025-11.27,826,199.0,51.01,1287.0,-60.0,50.62,172.0,-4.8,62.05,172.0,55.2,44.11,172.0,60.0,36.83,197.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,276
00009_24-04-2025-12.22,461,172.0,44.11,839.0,-60.0,62.05,172.0,-55.2,51.01,199.0,4.8,36.83,197.0,34.8,59.19,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,415
00013_24-04-2025-12.27,378,197.0,36.83,839.0,-60.0,51.01,199.0,-4.8,44.11,172.0,30.0,59.19,157.0,51.0,55.14,184.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,378
00004_24-04-2025-14.57,414,157.0,109.63,875.0,-30.0,86.02,177.0,-15.0,45.16,179.0,30.0,37.0,199.0,60.0,105.75,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2
00018_24-04-2025-15.27,571,199.0,37.0,571.0,-45.0,45.16,179.0,-30.0,109.63,157.0,30.0,105.75,157.0,60.0,67.32,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,571
00004_24-04-2025-15.57,414,157.0,105.75,414.0,-60.0,109.63,157.0,-30.0,37.0,199.0,30.0,67.32,172.0,40.2,42.92,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,53
00007_24-04-2025-16.27,414,172.0,67.32,875.0,-60.0,37.0,199.0,-30.0,105.75,157.0,10.2,42.92,157.0,30.0,145.04,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
