trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,capacity,train_model,original_price_scraping,BasicSeat
00018,60000,71801,AVLO,AVLO,2025-03-29 17:27:00,2025-03-29 20:46:00,0 days 03:19:00,00018_29-03-2025-17.27,581.0,S-106,19.0,18.93
00016,60000,71801,AVE,AVE,2025-03-29 18:27:00,2025-03-29 21:24:00,0 days 02:57:00,00016_29-03-2025-18.27,414.0,S-103,80.45,83.26
00009,60000,71801,IRYO,IRYO,2025-03-29 19:29:00,2025-03-29 22:21:00,0 days 02:52:00,00009_29-03-2025-19.29,461.0,S-109,33.76,26.61
00019,60000,71801,AVLO,AVLO,2025-03-29 19:34:00,2025-03-29 22:55:00,0 days 03:21:00,00019_29-03-2025-19.34,581.0,S-106,25.0,22.89
00009,60000,71801,IRYO,IRYO,2025-03-29 20:22:00,2025-03-29 23:14:00,0 days 02:52:00,00009_29-03-2025-20.22,461.0,S-109,31.97,34.3
00020,60000,71801,AVE,AVE,2025-03-29 20:27:00,2025-03-29 23:48:00,0 days 03:21:00,00020_29-03-2025-20.27,414.0,S-103,23.0,25.53
00005,60000,71801,OUIGO,OUIGO,2025-03-29 21:02:00,2025-03-29 23:54:00,0 days 02:52:00,00005_29-03-2025-21.02,509.0,S-108,22.0,41.27
00021,60000,71801,AVLO,AVLO,2025-03-30 06:27:00,2025-03-30 09:25:00,0 days 02:58:00,00021_30-03-2025-06.27,581.0,S-106,45.0,41.16
00005,60000,71801,OUIGO,OUIGO,2025-03-30 07:02:00,2025-03-30 09:54:00,0 days 02:52:00,00005_30-03-2025-07.02,509.0,S-108,39.0,48.1
00006,60000,71801,AVE,AVE,2025-03-30 07:27:00,2025-03-30 10:46:00,0 days 03:19:00,00006_30-03-2025-07.27,414.0,S-103,45.95,42.14
00009,60000,71801,IRYO,IRYO,2025-03-30 08:07:00,2025-03-30 10:59:00,0 days 02:52:00,00009_30-03-2025-08.07,461.0,S-109,48.96,54.5
00007,60000,71801,AVE,AVE,2025-03-30 08:27:00,2025-03-30 11:19:00,0 days 02:52:00,00007_30-03-2025-08.27,414.0,S-103,68.95,50.27
00009,60000,71801,IRYO,IRYO,2025-03-30 09:22:00,2025-03-30 12:14:00,0 days 02:52:00,00009_30-03-2025-09.22,461.0,S-109,44.01,41.36
00010,60000,71801,AVE,AVE,2025-03-30 09:27:00,2025-03-30 12:41:00,0 days 03:14:00,00010_30-03-2025-09.27,414.0,S-103,45.95,45.59
00009,60000,71801,IRYO,IRYO,2025-03-30 09:57:00,2025-03-30 12:49:00,0 days 02:52:00,00009_30-03-2025-09.57,461.0,S-109,62.84,61.26
00011,60000,71801,OUIGO,OUIGO,2025-03-30 10:02:00,2025-03-30 13:04:00,0 days 03:02:00,00011_30-03-2025-10.02,509.0,S-108,42.0,21.06
00012,60000,71801,AVLO,AVLO,2025-03-30 10:27:00,2025-03-30 13:19:00,0 days 02:52:00,00012_30-03-2025-10.27,581.0,S-106,39.0,35.94
00009,60000,71801,IRYO,IRYO,2025-03-30 11:22:00,2025-03-30 14:14:00,0 days 02:52:00,00009_30-03-2025-11.22,461.0,S-109,48.96,79.16
00006,60000,71801,AVE,AVE,2025-03-30 11:27:00,2025-03-30 14:46:00,0 days 03:19:00,00006_30-03-2025-11.27,803.0,S-103,114.9,117.77
00009,60000,71801,IRYO,IRYO,2025-03-30 12:22:00,2025-03-30 15:14:00,0 days 02:52:00,00009_30-03-2025-12.22,461.0,S-109,60.58,62.22
00013,60000,71801,AVE,AVE,2025-03-30 12:27:00,2025-03-30 15:44:00,0 days 03:17:00,00013_30-03-2025-12.27,398.0,S-103,45.95,58.5
00014,60000,71801,AVE INT,AVE INT,2025-03-30 13:18:00,2025-03-30 16:22:00,0 days 03:04:00,00014_30-03-2025-13.18,339.0,S-100,45.95,44.11
00009,60000,71801,IRYO,IRYO,2025-03-30 14:02:00,2025-03-30 16:54:00,0 days 02:52:00,00009_30-03-2025-14.02,461.0,S-109,85.9,69.68
00015,60000,71801,OUIGO,OUIGO,2025-03-30 14:12:00,2025-03-30 16:49:00,0 days 02:37:00,00015_30-03-2025-14.12,509.0,S-108,49.0,52.88
00016,60000,71801,AVE,AVE,2025-03-30 14:27:00,2025-03-30 17:24:00,0 days 02:57:00,00016_30-03-2025-14.27,381.0,S-103,80.45,82.06
00017,60000,71801,IRYO,IRYO,2025-03-30 14:42:00,2025-03-30 17:41:00,0 days 02:59:00,00017_30-03-2025-14.42,461.0,S-109,77.76,84.41
00018,60000,71801,AVLO,AVLO,2025-03-30 15:27:00,2025-03-30 18:46:00,0 days 03:19:00,00018_30-03-2025-15.27,571.0,S-106,55.0,51.66
00007,60000,71801,AVE,AVE,2025-03-30 16:27:00,2025-03-30 19:19:00,0 days 02:52:00,00007_30-03-2025-16.27,414.0,S-103,68.95,63.78
00002,60000,71801,IRYO,IRYO,2025-03-30 16:37:00,2025-03-30 19:14:00,0 days 02:37:00,00002_30-03-2025-16.37,461.0,S-109,91.13,88.35
00004,60000,71801,AVE,AVE,2025-03-30 16:57:00,2025-03-30 19:34:00,0 days 02:37:00,00004_30-03-2025-16.57,414.0,S-103,67.8,62.8
00015,60000,71801,OUIGO,OUIGO,2025-03-30 17:17:00,2025-03-30 19:54:00,0 days 02:37:00,00015_30-03-2025-17.17,509.0,S-108,55.0,58.6
00009,60000,71801,IRYO,IRYO,2025-03-30 17:22:00,2025-03-30 20:14:00,0 days 02:52:00,00009_30-03-2025-17.22,461.0,S-109,88.48,82.41
00018,60000,71801,AVLO,AVLO,2025-03-30 17:27:00,2025-03-30 20:46:00,0 days 03:19:00,00018_30-03-2025-17.27,581.0,S-106,55.0,52.61
00004,60000,71801,AVE,AVE,2025-03-30 17:57:00,2025-03-30 20:34:00,0 days 02:37:00,00004_30-03-2025-17.57,414.0,S-103,57.45,59.93
00016,60000,71801,AVE,AVE,2025-03-30 18:27:00,2025-03-30 21:24:00,0 days 02:57:00,00016_30-03-2025-18.27,414.0,S-103,80.45,92.21
00002,60000,71801,IRYO,IRYO,2025-03-30 18:32:00,2025-03-30 21:09:00,0 days 02:37:00,00002_30-03-2025-18.32,461.0,S-109,88.48,76.23
00004,60000,71801,AVE,AVE,2025-03-30 18:57:00,2025-03-30 21:34:00,0 days 02:37:00,00004_30-03-2025-18.57,414.0,S-103,94.9,100.82
00009,60000,71801,IRYO,IRYO,2025-03-30 19:29:00,2025-03-30 22:21:00,0 days 02:52:00,00009_30-03-2025-19.29,461.0,S-109,90.15,91.22
00019,60000,71801,AVLO,AVLO,2025-03-30 19:34:00,2025-03-30 22:55:00,0 days 03:21:00,00019_30-03-2025-19.34,581.0,S-106,69.0,66.67
00004,60000,71801,AVE,AVE,2025-03-30 20:05:00,2025-03-30 22:42:00,0 days 02:37:00,00004_30-03-2025-20.05,414.0,S-103,54.25,54.03
00009,60000,71801,IRYO,IRYO,2025-03-30 20:22:00,2025-03-30 23:14:00,0 days 02:52:00,00009_30-03-2025-20.22,461.0,S-109,85.9,76.78
00020,60000,71801,AVE,AVE,2025-03-30 20:27:00,2025-03-30 23:48:00,0 days 03:21:00,00020_30-03-2025-20.27,834.0,S-103,68.95,47.74
00005,60000,71801,OUIGO,OUIGO,2025-03-30 21:02:00,2025-03-30 23:54:00,0 days 02:52:00,00005_30-03-2025-21.02,509.0,S-108,49.0,85.69
00007,60000,71801,AVE,AVE,2025-03-30 21:07:00,2025-03-30 23:59:00,0 days 02:52:00,00007_30-03-2025-21.07,414.0,S-103,103.4,113.46
00001,60000,71801,AVLO,AVLO,2025-03-31 06:12:00,2025-03-31 08:49:00,0 days 02:37:00,00001_31-03-2025-06.12,581.0,S-106,25.0,28.0
00002,60000,71801,IRYO,IRYO,2025-03-31 06:22:00,2025-03-31 08:59:00,0 days 02:37:00,00002_31-03-2025-06.22,461.0,S-109,31.04,34.11
00003,60000,71801,AVE,AVE,2025-03-31 06:27:00,2025-03-31 09:25:00,0 days 02:58:00,00003_31-03-2025-06.27,359.0,S-103,40.2,39.55
00004,60000,71801,AVE,AVE,2025-03-31 06:57:00,2025-03-31 09:34:00,0 days 02:37:00,00004_31-03-2025-06.57,414.0,S-103,47.45,46.42
00005,60000,71801,OUIGO,OUIGO,2025-03-31 07:02:00,2025-03-31 09:54:00,0 days 02:52:00,00005_31-03-2025-07.02,509.0,S-108,29.0,42.05
00002,60000,71801,IRYO,IRYO,2025-03-31 07:22:00,2025-03-31 09:59:00,0 days 02:37:00,00002_31-03-2025-07.22,461.0,S-109,31.97,39.49
00006,60000,71801,AVE,AVE,2025-03-31 07:27:00,2025-03-31 10:46:00,0 days 03:19:00,00006_31-03-2025-07.27,414.0,S-103,45.95,34.9
00004,60000,71801,AVE,AVE,2025-03-31 07:57:00,2025-03-31 10:34:00,0 days 02:37:00,00004_31-03-2025-07.57,414.0,S-103,54.25,50.26
00007,60000,71801,AVE,AVE,2025-03-31 08:27:00,2025-03-31 11:19:00,0 days 02:52:00,00007_31-03-2025-08.27,414.0,S-103,57.45,51.08
00002,60000,71801,IRYO,IRYO,2025-03-31 08:32:00,2025-03-31 11:09:00,0 days 02:37:00,00002_31-03-2025-08.32,461.0,S-109,31.97,42.59
00008,60000,71801,AVE,AVE,2025-03-31 08:57:00,2025-03-31 11:41:00,0 days 02:44:00,00008_31-03-2025-08.57,836.0,S-103,40.7,35.06
00009,60000,71801,IRYO,IRYO,2025-03-31 09:22:00,2025-03-31 12:14:00,0 days 02:52:00,00009_31-03-2025-09.22,461.0,S-109,48.96,66.4
00010,60000,71801,AVE,AVE,2025-03-31 09:27:00,2025-03-31 12:41:00,0 days 03:14:00,00010_31-03-2025-09.27,414.0,S-103,61.15,56.48
00009,60000,71801,IRYO,IRYO,2025-03-31 09:57:00,2025-03-31 12:49:00,0 days 02:52:00,00009_31-03-2025-09.57,461.0,S-109,34.77,32.61
00011,60000,71801,OUIGO,OUIGO,2025-03-31 10:02:00,2025-03-31 13:04:00,0 days 03:02:00,00011_31-03-2025-10.02,509.0,S-108,33.0,30.1
00012,60000,71801,AVLO,AVLO,2025-03-31 10:27:00,2025-03-31 13:19:00,0 days 02:52:00,00012_31-03-2025-10.27,581.0,S-106,29.0,27.69
00009,60000,71801,IRYO,IRYO,2025-03-31 11:22:00,2025-03-31 14:14:00,0 days 02:52:00,00009_31-03-2025-11.22,461.0,S-109,31.04,25.71
00006,60000,71801,AVE,AVE,2025-03-31 11:27:00,2025-03-31 14:46:00,0 days 03:19:00,00006_31-03-2025-11.27,826.0,S-103,34.45,38.14
00009,60000,71801,IRYO,IRYO,2025-03-31 12:22:00,2025-03-31 15:14:00,0 days 02:52:00,00009_31-03-2025-12.22,461.0,S-109,30.14,39.36
00013,60000,71801,AVE,AVE,2025-03-31 12:27:00,2025-03-31 15:44:00,0 days 03:17:00,00013_31-03-2025-12.27,378.0,S-103,40.7,42.87
00004,60000,71801,AVE,AVE,2025-03-31 12:57:00,2025-03-31 15:34:00,0 days 02:37:00,00004_31-03-2025-12.57,414.0,S-103,33.9,32.08
00014,60000,71801,AVE INT,AVE INT,2025-03-31 13:18:00,2025-03-31 16:22:00,0 days 03:04:00,00014_31-03-2025-13.18,339.0,S-100,57.45,55.15
00009,60000,71801,IRYO,IRYO,2025-03-31 14:02:00,2025-03-31 16:54:00,0 days 02:52:00,00009_31-03-2025-14.02,461.0,S-109,31.04,16.82
00015,60000,71801,OUIGO,OUIGO,2025-03-31 14:12:00,2025-03-31 16:49:00,0 days 02:37:00,00015_31-03-2025-14.12,509.0,S-108,29.0,43.26
00016,60000,71801,AVE,AVE,2025-03-31 14:27:00,2025-03-31 17:24:00,0 days 02:57:00,00016_31-03-2025-14.27,291.0,S-100,28.75,25.67
00017,60000,71801,IRYO,IRYO,2025-03-31 14:42:00,2025-03-31 17:41:00,0 days 02:59:00,00017_31-03-2025-14.42,461.0,S-109,50.78,43.17
00004,60000,71801,AVE,AVE,2025-03-31 14:57:00,2025-03-31 17:34:00,0 days 02:37:00,00004_31-03-2025-14.57,414.0,S-103,33.9,36.18
00018,60000,71801,AVLO,AVLO,2025-03-31 15:27:00,2025-03-31 18:46:00,0 days 03:19:00,00018_31-03-2025-15.27,571.0,S-106,29.0,27.48
00004,60000,71801,AVE,AVE,2025-03-31 15:57:00,2025-03-31 18:34:00,0 days 02:37:00,00004_31-03-2025-15.57,414.0,S-103,33.9,24.36
00007,60000,71801,AVE,AVE,2025-03-31 16:27:00,2025-03-31 19:19:00,0 days 02:52:00,00007_31-03-2025-16.27,414.0,S-103,57.45,44.05
00002,60000,71801,IRYO,IRYO,2025-03-31 16:37:00,2025-03-31 19:14:00,0 days 02:37:00,00002_31-03-2025-16.37,461.0,S-109,31.04,35.53
00004,60000,71801,AVE,AVE,2025-03-31 16:57:00,2025-03-31 19:34:00,0 days 02:37:00,00004_31-03-2025-16.57,414.0,S-103,40.7,41.34
00015,60000,71801,OUIGO,OUIGO,2025-03-31 17:17:00,2025-03-31 19:54:00,0 days 02:37:00,00015_31-03-2025-17.17,509.0,S-108,29.0,40.38
00009,60000,71801,IRYO,IRYO,2025-03-31 17:22:00,2025-03-31 20:14:00,0 days 02:52:00,00009_31-03-2025-17.22,461.0,S-109,30.14,34.13
00006,60000,71801,AVE,AVE,2025-03-31 17:27:00,2025-03-31 20:46:00,0 days 03:19:00,00006_31-03-2025-17.27,414.0,S-103,57.45,57.16
00004,60000,71801,AVE,AVE,2025-03-31 17:57:00,2025-03-31 20:34:00,0 days 02:37:00,00004_31-03-2025-17.57,414.0,S-103,34.45,29.26
00016,60000,71801,AVE,AVE,2025-03-31 18:27:00,2025-03-31 21:24:00,0 days 02:57:00,00016_31-03-2025-18.27,414.0,S-103,45.95,47.17
00002,60000,71801,IRYO,IRYO,2025-03-31 18:32:00,2025-03-31 21:09:00,0 days 02:37:00,00002_31-03-2025-18.32,461.0,S-109,30.28,47.51
00004,60000,71801,AVE,AVE,2025-03-31 18:57:00,2025-03-31 21:34:00,0 days 02:37:00,00004_31-03-2025-18.57,414.0,S-103,33.9,35.14
00009,60000,71801,IRYO,IRYO,2025-03-31 19:29:00,2025-03-31 22:21:00,0 days 02:52:00,00009_31-03-2025-19.29,461.0,S-109,56.49,52.13
00019,60000,71801,AVLO,AVLO,2025-03-31 19:34:00,2025-03-31 22:55:00,0 days 03:21:00,00019_31-03-2025-19.34,581.0,S-106,19.0,19.04
00004,60000,71801,AVE,AVE,2025-03-31 20:05:00,2025-03-31 22:42:00,0 days 02:37:00,00004_31-03-2025-20.05,414.0,S-103,20.35,21.07
00009,60000,71801,IRYO,IRYO,2025-03-31 20:22:00,2025-03-31 23:14:00,0 days 02:52:00,00009_31-03-2025-20.22,461.0,S-109,28.41,29.2
00020,60000,71801,AVE,AVE,2025-03-31 20:27:00,2025-03-31 23:48:00,0 days 03:21:00,00020_31-03-2025-20.27,414.0,S-103,17.25,21.2
00005,60000,71801,OUIGO,OUIGO,2025-03-31 21:02:00,2025-03-31 23:54:00,0 days 02:52:00,00005_31-03-2025-21.02,509.0,S-108,19.0,22.02
00007,60000,71801,AVE,AVE,2025-03-31 21:07:00,2025-03-31 23:59:00,0 days 02:52:00,00007_31-03-2025-21.07,414.0,S-103,28.75,25.21
00001,60000,71801,AVLO,AVLO,2025-04-01 06:12:00,2025-04-01 08:49:00,0 days 02:37:00,00001_01-04-2025-06.12,581.0,S-106,29.0,29.44
00002,60000,71801,IRYO,IRYO,2025-04-01 06:22:00,2025-04-01 08:59:00,0 days 02:37:00,00002_01-04-2025-06.22,461.0,S-109,29.26,34.47
00003,60000,71801,AVE,AVE,2025-04-01 06:27:00,2025-04-01 09:25:00,0 days 02:58:00,00003_01-04-2025-06.27,359.0,S-103,34.45,33.15
00004,60000,71801,AVE,AVE,2025-04-01 06:57:00,2025-04-01 09:34:00,0 days 02:37:00,00004_01-04-2025-06.57,414.0,S-103,94.9,101.77
00005,60000,71801,OUIGO,OUIGO,2025-04-01 07:02:00,2025-04-01 09:54:00,0 days 02:52:00,00005_01-04-2025-07.02,509.0,S-108,29.0,34.17
00002,60000,71801,IRYO,IRYO,2025-04-01 07:22:00,2025-04-01 09:59:00,0 days 02:37:00,00002_01-04-2025-07.22,461.0,S-109,27.58,52.58
00006,60000,71801,AVE,AVE,2025-04-01 07:27:00,2025-04-01 10:46:00,0 days 03:19:00,00006_01-04-2025-07.27,414.0,S-103,28.75,32.25
00004,60000,71801,AVE,AVE,2025-04-01 07:57:00,2025-04-01 10:34:00,0 days 02:37:00,00004_01-04-2025-07.57,414.0,S-103,33.9,32.61
00007,60000,71801,AVE,AVE,2025-04-01 08:27:00,2025-04-01 11:19:00,0 days 02:52:00,00007_01-04-2025-08.27,414.0,S-103,57.45,69.15
00002,60000,71801,IRYO,IRYO,2025-04-01 08:32:00,2025-04-01 11:09:00,0 days 02:37:00,00002_01-04-2025-08.32,461.0,S-109,28.41,46.4
00008,60000,71801,AVE,AVE,2025-04-01 08:57:00,2025-04-01 11:41:00,0 days 02:44:00,00008_01-04-2025-08.57,414.0,S-103,33.9,29.54
00009,60000,71801,IRYO,IRYO,2025-04-01 09:22:00,2025-04-01 12:14:00,0 days 02:52:00,00009_01-04-2025-09.22,461.0,S-109,30.14,35.93
00010,60000,71801,AVE,AVE,2025-04-01 09:27:00,2025-04-01 12:41:00,0 days 03:14:00,00010_01-04-2025-09.27,414.0,S-103,57.45,46.52
00009,60000,71801,IRYO,IRYO,2025-04-01 09:57:00,2025-04-01 12:49:00,0 days 02:52:00,00009_01-04-2025-09.57,461.0,S-109,36.89,41.37
00011,60000,71801,OUIGO,OUIGO,2025-04-01 10:02:00,2025-04-01 13:04:00,0 days 03:02:00,00011_01-04-2025-10.02,509.0,S-108,29.0,33.04
00012,60000,71801,AVLO,AVLO,2025-04-01 10:27:00,2025-04-01 13:19:00,0 days 02:52:00,00012_01-04-2025-10.27,581.0,S-106,29.0,28.33
00009,60000,71801,IRYO,IRYO,2025-04-01 11:22:00,2025-04-01 14:14:00,0 days 02:52:00,00009_01-04-2025-11.22,461.0,S-109,31.97,37.45
00006,60000,71801,AVE,AVE,2025-04-01 11:27:00,2025-04-01 14:46:00,0 days 03:19:00,00006_01-04-2025-11.27,826.0,S-103,28.75,25.29
00009,60000,71801,IRYO,IRYO,2025-04-01 12:22:00,2025-04-01 15:14:00,0 days 02:52:00,00009_01-04-2025-12.22,461.0,S-109,30.14,23.27
00013,60000,71801,AVE,AVE,2025-04-01 12:27:00,2025-04-01 15:44:00,0 days 03:17:00,00013_01-04-2025-12.27,378.0,S-103,40.7,37.27
00004,60000,71801,AVE,AVE,2025-04-01 12:57:00,2025-04-01 15:34:00,0 days 02:37:00,00004_01-04-2025-12.57,414.0,S-103,33.9,29.14
00014,60000,71801,AVE INT,AVE INT,2025-04-01 13:18:00,2025-04-01 16:22:00,0 days 03:04:00,00014_01-04-2025-13.18,339.0,S-100,40.2,38.59
00009,60000,71801,IRYO,IRYO,2025-04-01 14:02:00,2025-04-01 16:54:00,0 days 02:52:00,00009_01-04-2025-14.02,461.0,S-109,28.41,39.33
00015,60000,71801,OUIGO,OUIGO,2025-04-01 14:12:00,2025-04-01 16:49:00,0 days 02:37:00,00015_01-04-2025-14.12,509.0,S-108,29.0,26.12
00016,60000,71801,AVE,AVE,2025-04-01 14:27:00,2025-04-01 17:24:00,0 days 02:57:00,00016_01-04-2025-14.27,291.0,S-100,57.45,58.71
00017,60000,71801,IRYO,IRYO,2025-04-01 14:42:00,2025-04-01 17:41:00,0 days 02:59:00,00017_01-04-2025-14.42,461.0,S-109,31.82,29.63
00004,60000,71801,AVE,AVE,2025-04-01 14:57:00,2025-04-01 17:34:00,0 days 02:37:00,00004_01-04-2025-14.57,414.0,S-103,33.9,32.52
00018,60000,71801,AVLO,AVLO,2025-04-01 15:27:00,2025-04-01 18:46:00,0 days 03:19:00,00018_01-04-2025-15.27,571.0,S-106,25.0,22.17
00004,60000,71801,AVE,AVE,2025-04-01 15:57:00,2025-04-01 18:34:00,0 days 02:37:00,00004_01-04-2025-15.57,414.0,S-103,27.1,33.35
00007,60000,71801,AVE,AVE,2025-04-01 16:27:00,2025-04-01 19:19:00,0 days 02:52:00,00007_01-04-2025-16.27,414.0,S-103,28.75,29.38
00002,60000,71801,IRYO,IRYO,2025-04-01 16:37:00,2025-04-01 19:14:00,0 days 02:37:00,00002_01-04-2025-16.37,461.0,S-109,28.41,18.16
00004,60000,71801,AVE,AVE,2025-04-01 16:57:00,2025-04-01 19:34:00,0 days 02:37:00,00004_01-04-2025-16.57,414.0,S-103,47.45,35.5
00015,60000,71801,OUIGO,OUIGO,2025-04-01 17:17:00,2025-04-01 19:54:00,0 days 02:37:00,00015_01-04-2025-17.17,509.0,S-108,33.0,50.28
00009,60000,71801,IRYO,IRYO,2025-04-01 17:22:00,2025-04-01 20:14:00,0 days 02:52:00,00009_01-04-2025-17.22,461.0,S-109,29.26,34.11
00006,60000,71801,AVE,AVE,2025-04-01 17:27:00,2025-04-01 20:46:00,0 days 03:19:00,00006_01-04-2025-17.27,414.0,S-103,45.95,39.95
00004,60000,71801,AVE,AVE,2025-04-01 17:57:00,2025-04-01 20:34:00,0 days 02:37:00,00004_01-04-2025-17.57,414.0,S-103,57.45,49.71
00016,60000,71801,AVE,AVE,2025-04-01 18:27:00,2025-04-01 21:24:00,0 days 02:57:00,00016_01-04-2025-18.27,414.0,S-103,45.95,47.03
00002,60000,71801,IRYO,IRYO,2025-04-01 18:32:00,2025-04-01 21:09:00,0 days 02:37:00,00002_01-04-2025-18.32,461.0,S-109,28.41,39.21
00004,60000,71801,AVE,AVE,2025-04-01 18:57:00,2025-04-01 21:34:00,0 days 02:37:00,00004_01-04-2025-18.57,414.0,S-103,27.1,18.46
00009,60000,71801,IRYO,IRYO,2025-04-01 19:29:00,2025-04-01 22:21:00,0 days 02:52:00,00009_01-04-2025-19.29,461.0,S-109,34.77,11.25
00019,60000,71801,AVLO,AVLO,2025-04-01 19:34:00,2025-04-01 22:55:00,0 days 03:21:00,00019_01-04-2025-19.34,581.0,S-106,25.0,24.28
00004,60000,71801,AVE,AVE,2025-04-01 20:05:00,2025-04-01 22:42:00,0 days 02:37:00,00004_01-04-2025-20.05,414.0,S-103,33.9,32.98
00009,60000,71801,IRYO,IRYO,2025-04-01 20:22:00,2025-04-01 23:14:00,0 days 02:52:00,00009_01-04-2025-20.22,461.0,S-109,26.78,22.61
00020,60000,71801,AVE,AVE,2025-04-01 20:27:00,2025-04-01 23:48:00,0 days 03:21:00,00020_01-04-2025-20.27,414.0,S-103,28.75,16.4
00005,60000,71801,OUIGO,OUIGO,2025-04-01 21:02:00,2025-04-01 23:54:00,0 days 02:52:00,00005_01-04-2025-21.02,509.0,S-108,29.0,34.19
00007,60000,71801,AVE,AVE,2025-04-01 21:07:00,2025-04-01 23:59:00,0 days 02:52:00,00007_01-04-2025-21.07,414.0,S-103,34.45,26.4
00001,60000,71801,AVLO,AVLO,2025-04-02 06:12:00,2025-04-02 08:49:00,0 days 02:37:00,00001_02-04-2025-06.12,581.0,S-106,29.0,29.31
00002,60000,71801,IRYO,IRYO,2025-04-02 06:22:00,2025-04-02 08:59:00,0 days 02:37:00,00002_02-04-2025-06.22,461.0,S-109,27.58,32.88
00003,60000,71801,AVE,AVE,2025-04-02 06:27:00,2025-04-02 09:25:00,0 days 02:58:00,00003_02-04-2025-06.27,359.0,S-103,40.2,42.1
00004,60000,71801,AVE,AVE,2025-04-02 06:57:00,2025-04-02 09:34:00,0 days 02:37:00,00004_02-04-2025-06.57,414.0,S-103,81.35,83.35
00005,60000,71801,OUIGO,OUIGO,2025-04-02 07:02:00,2025-04-02 09:54:00,0 days 02:52:00,00005_02-04-2025-07.02,509.0,S-108,33.0,47.78
00002,60000,71801,IRYO,IRYO,2025-04-02 07:22:00,2025-04-02 09:59:00,0 days 02:37:00,00002_02-04-2025-07.22,461.0,S-109,28.41,32.01
00006,60000,71801,AVE,AVE,2025-04-02 07:27:00,2025-04-02 10:46:00,0 days 03:19:00,00006_02-04-2025-07.27,414.0,S-103,28.75,25.02
00004,60000,71801,AVE,AVE,2025-04-02 07:57:00,2025-04-02 10:34:00,0 days 02:37:00,00004_02-04-2025-07.57,414.0,S-103,40.7,46.41
00007,60000,71801,AVE,AVE,2025-04-02 08:27:00,2025-04-02 11:19:00,0 days 02:52:00,00007_02-04-2025-08.27,414.0,S-103,68.95,56.62
00002,60000,71801,IRYO,IRYO,2025-04-02 08:32:00,2025-04-02 11:09:00,0 days 02:37:00,00002_02-04-2025-08.32,461.0,S-109,35.57,37.41
00008,60000,71801,AVE,AVE,2025-04-02 08:57:00,2025-04-02 11:41:00,0 days 02:44:00,00008_02-04-2025-08.57,414.0,S-103,40.7,33.26
00009,60000,71801,IRYO,IRYO,2025-04-02 09:22:00,2025-04-02 12:14:00,0 days 02:52:00,00009_02-04-2025-09.22,461.0,S-109,31.97,45.71
00010,60000,71801,AVE,AVE,2025-04-02 09:27:00,2025-04-02 12:41:00,0 days 03:14:00,00010_02-04-2025-09.27,414.0,S-103,57.45,66.93
00009,60000,71801,IRYO,IRYO,2025-04-02 09:57:00,2025-04-02 12:49:00,0 days 02:52:00,00009_02-04-2025-09.57,461.0,S-109,34.77,50.46
00011,60000,71801,OUIGO,OUIGO,2025-04-02 10:02:00,2025-04-02 13:04:00,0 days 03:02:00,00011_02-04-2025-10.02,509.0,S-108,39.0,43.43
00012,60000,71801,AVLO,AVLO,2025-04-02 10:27:00,2025-04-02 13:19:00,0 days 02:52:00,00012_02-04-2025-10.27,581.0,S-106,39.0,37.21
00009,60000,71801,IRYO,IRYO,2025-04-02 11:22:00,2025-04-02 14:14:00,0 days 02:52:00,00009_02-04-2025-11.22,461.0,S-109,39.56,34.58
00006,60000,71801,AVE,AVE,2025-04-02 11:27:00,2025-04-02 14:46:00,0 days 03:19:00,00006_02-04-2025-11.27,826.0,S-103,40.2,32.1
00009,60000,71801,IRYO,IRYO,2025-04-02 12:22:00,2025-04-02 15:14:00,0 days 02:52:00,00009_02-04-2025-12.22,461.0,S-109,35.57,29.32
00013,60000,71801,AVE,AVE,2025-04-02 12:27:00,2025-04-02 15:44:00,0 days 03:17:00,00013_02-04-2025-12.27,378.0,S-103,40.7,28.66
00004,60000,71801,AVE,AVE,2025-04-02 12:57:00,2025-04-02 15:34:00,0 days 02:37:00,00004_02-04-2025-12.57,414.0,S-103,40.7,40.1
00014,60000,71801,AVE INT,AVE INT,2025-04-02 13:18:00,2025-04-02 16:22:00,0 days 03:04:00,00014_02-04-2025-13.18,339.0,S-100,40.2,38.59
00009,60000,71801,IRYO,IRYO,2025-04-02 14:02:00,2025-04-02 16:54:00,0 days 02:52:00,00009_02-04-2025-14.02,461.0,S-109,35.57,40.79
00015,60000,71801,OUIGO,OUIGO,2025-04-02 14:12:00,2025-04-02 16:49:00,0 days 02:37:00,00015_02-04-2025-14.12,509.0,S-108,33.0,25.21
00016,60000,71801,AVE,AVE,2025-04-02 14:27:00,2025-04-02 17:24:00,0 days 02:57:00,00016_02-04-2025-14.27,291.0,S-100,34.45,17.85
00017,60000,71801,IRYO,IRYO,2025-04-02 14:42:00,2025-04-02 17:41:00,0 days 02:59:00,00017_02-04-2025-14.42,461.0,S-109,50.78,64.52
00004,60000,71801,AVE,AVE,2025-04-02 14:57:00,2025-04-02 17:34:00,0 days 02:37:00,00004_02-04-2025-14.57,414.0,S-103,40.7,41.74
00018,60000,71801,AVLO,AVLO,2025-04-02 15:27:00,2025-04-02 18:46:00,0 days 03:19:00,00018_02-04-2025-15.27,571.0,S-106,29.0,28.92
00004,60000,71801,AVE,AVE,2025-04-02 15:57:00,2025-04-02 18:34:00,0 days 02:37:00,00004_02-04-2025-15.57,414.0,S-103,40.7,45.8
