trip_id,origin,destination,tsp,train_type,departure,arrival,duration,service_id,original_price_scraping,BasicSeat
00004,60000,71801,AVE,AVE,2025-04-25 06:57:00,2025-04-25 09:34:00,0 days 02:37:00,00004_25-04-2025-06.57,40.7,46.42
00005,60000,71801,OUIGO,OUIGO,2025-04-25 07:02:00,2025-04-25 09:54:00,0 days 02:52:00,00005_25-04-2025-07.02,29.0,36.72
00002,60000,71801,IRYO,IRYO,2025-04-25 07:22:00,2025-04-25 09:59:00,0 days 02:37:00,00002_25-04-2025-07.22,30.14,28.44
00006,60000,71801,AVE,AVE,2025-04-25 07:27:00,2025-04-25 10:46:00,0 days 03:19:00,00006_25-04-2025-07.27,57.45,72.49
00004,60000,71801,AVE,AVE,2025-04-25 07:57:00,2025-04-25 10:34:00,0 days 02:37:00,00004_25-04-2025-07.57,40.7,48.68
00002,60000,71801,IRYO,IRYO,2025-04-25 08:32:00,2025-04-25 11:09:00,0 days 02:37:00,00002_25-04-2025-08.32,32.59,29.01
00008,60000,71801,AVE,AVE,2025-04-25 08:57:00,2025-04-25 11:41:00,0 days 02:44:00,00008_25-04-2025-08.57,94.9,148.54
00009,60000,71801,IRYO,IRYO,2025-04-25 09:22:00,2025-04-25 12:14:00,0 days 02:52:00,00009_25-04-2025-09.22,44.01,55.4
00010,60000,71801,AVE,AVE,2025-04-25 09:27:00,2025-04-25 12:41:00,0 days 03:14:00,00010_25-04-2025-09.27,57.45,80.16
00009,60000,71801,IRYO,IRYO,2025-04-25 09:57:00,2025-04-25 12:49:00,0 days 02:52:00,00009_25-04-2025-09.57,57.59,55.03
00011,60000,71801,OUIGO,OUIGO,2025-04-25 10:02:00,2025-04-25 13:04:00,0 days 03:02:00,00011_25-04-2025-10.02,42.0,23.96
00012,60000,71801,AVLO,AVLO,2025-04-25 10:27:00,2025-04-25 13:19:00,0 days 02:52:00,00012_25-04-2025-10.27,49.0,66.91
00009,60000,71801,IRYO,IRYO,2025-04-25 11:22:00,2025-04-25 14:14:00,0 days 02:52:00,00009_25-04-2025-11.22,48.96,47.73
00006,60000,71801,AVE,AVE,2025-04-25 11:27:00,2025-04-25 14:46:00,0 days 03:19:00,00006_25-04-2025-11.27,91.9,140.09
00009,60000,71801,IRYO,IRYO,2025-04-25 12:22:00,2025-04-25 15:14:00,0 days 02:52:00,00009_25-04-2025-12.22,35.57,47.41
00013,60000,71801,AVE,AVE,2025-04-25 12:27:00,2025-04-25 15:44:00,0 days 03:17:00,00013_25-04-2025-12.27,40.7,43.88
00004,60000,71801,AVE,AVE,2025-04-25 12:57:00,2025-04-25 15:34:00,0 days 02:37:00,00004_25-04-2025-12.57,67.8,96.86
00014,60000,71801,AVE INT,AVE INT,2025-04-25 13:18:00,2025-04-25 16:22:00,0 days 03:04:00,00014_25-04-2025-13.18,45.95,66.17
00004,60000,71801,AVE,AVE,2025-04-25 13:57:00,2025-04-25 16:34:00,0 days 02:37:00,00004_25-04-2025-13.57,67.8,92.41
00009,60000,71801,IRYO,IRYO,2025-04-25 14:02:00,2025-04-25 16:54:00,0 days 02:52:00,00009_25-04-2025-14.02,54.46,63.1
00015,60000,71801,OUIGO,OUIGO,2025-04-25 14:12:00,2025-04-25 16:49:00,0 days 02:37:00,00015_25-04-2025-14.12,39.0,54.03
00016,60000,71801,AVE,AVE,2025-04-25 14:27:00,2025-04-25 17:24:00,0 days 02:57:00,00016_25-04-2025-14.27,80.45,115.93
00017,60000,71801,IRYO,IRYO,2025-04-25 14:42:00,2025-04-25 17:41:00,0 days 02:59:00,00017_25-04-2025-14.42,80.1,67.72
00004,60000,71801,AVE,AVE,2025-04-25 14:57:00,2025-04-25 17:34:00,0 days 02:37:00,00004_25-04-2025-14.57,81.35,101.86
00018,60000,71801,AVLO,AVLO,2025-04-25 15:27:00,2025-04-25 18:46:00,0 days 03:19:00,00018_25-04-2025-15.27,45.0,70.01
00004,60000,71801,AVE,AVE,2025-04-25 15:57:00,2025-04-25 18:34:00,0 days 02:37:00,00004_25-04-2025-15.57,81.35,107.26
00007,60000,71801,AVE,AVE,2025-04-25 16:27:00,2025-04-25 19:19:00,0 days 02:52:00,00007_25-04-2025-16.27,68.95,108.4
00002,60000,71801,IRYO,IRYO,2025-04-25 16:37:00,2025-04-25 19:14:00,0 days 02:37:00,00002_25-04-2025-16.37,54.46,57.49
00004,60000,71801,AVE,AVE,2025-04-25 16:57:00,2025-04-25 19:34:00,0 days 02:37:00,00004_25-04-2025-16.57,81.35,108.6
00015,60000,71801,OUIGO,OUIGO,2025-04-25 17:17:00,2025-04-25 19:54:00,0 days 02:37:00,00015_25-04-2025-17.17,35.0,41.47
00009,60000,71801,IRYO,IRYO,2025-04-25 17:22:00,2025-04-25 20:14:00,0 days 02:52:00,00009_25-04-2025-17.22,60.58,55.19
00018,60000,71801,AVLO,AVLO,2025-04-25 17:27:00,2025-04-25 20:46:00,0 days 03:19:00,00018_25-04-2025-17.27,45.0,65.87
00004,60000,71801,AVE,AVE,2025-04-25 17:57:00,2025-04-25 20:34:00,0 days 02:37:00,00004_25-04-2025-17.57,45.95,75.78
00016,60000,71801,AVE,AVE,2025-04-25 18:27:00,2025-04-25 21:24:00,0 days 02:57:00,00016_25-04-2025-18.27,68.95,99.49
00002,60000,71801,IRYO,IRYO,2025-04-25 18:32:00,2025-04-25 21:09:00,0 days 02:37:00,00002_25-04-2025-18.32,31.97,50.66
00004,60000,71801,AVE,AVE,2025-04-25 18:57:00,2025-04-25 21:34:00,0 days 02:37:00,00004_25-04-2025-18.57,54.25,65.11
00009,60000,71801,IRYO,IRYO,2025-04-25 19:29:00,2025-04-25 22:21:00,0 days 02:52:00,00009_25-04-2025-19.29,62.84,64.79
00019,60000,71801,AVLO,AVLO,2025-04-25 19:34:00,2025-04-25 22:55:00,0 days 03:21:00,00019_25-04-2025-19.34,29.0,42.95
00004,60000,71801,AVE,AVE,2025-04-25 20:05:00,2025-04-25 22:42:00,0 days 02:37:00,00004_25-04-2025-20.05,54.25,69.72
00009,60000,71801,IRYO,IRYO,2025-04-25 20:22:00,2025-04-25 23:14:00,0 days 02:52:00,00009_25-04-2025-20.22,29.26,42.25
00020,60000,71801,AVE,AVE,2025-04-25 20:27:00,2025-04-25 23:48:00,0 days 03:21:00,00020_25-04-2025-20.27,40.2,54.22
00005,60000,71801,OUIGO,OUIGO,2025-04-25 21:02:00,2025-04-25 23:54:00,0 days 02:52:00,00005_25-04-2025-21.02,19.0,23.95
00007,60000,71801,AVE,AVE,2025-04-25 21:07:00,2025-04-25 23:59:00,0 days 02:52:00,00007_25-04-2025-21.07,68.95,104.86
00021,60000,71801,AVLO,AVLO,2025-04-26 06:27:00,2025-04-26 09:25:00,0 days 02:58:00,00021_26-04-2025-06.27,25.0,30.84
00005,60000,71801,OUIGO,OUIGO,2025-04-26 07:02:00,2025-04-26 09:54:00,0 days 02:52:00,00005_26-04-2025-07.02,35.0,36.81
00006,60000,71801,AVE,AVE,2025-04-26 07:27:00,2025-04-26 10:46:00,0 days 03:19:00,00006_26-04-2025-07.27,45.95,85.73
00009,60000,71801,IRYO,IRYO,2025-04-26 08:07:00,2025-04-26 10:59:00,0 days 02:52:00,00009_26-04-2025-08.07,35.57,51.58
00007,60000,71801,AVE,AVE,2025-04-26 08:27:00,2025-04-26 11:19:00,0 days 02:52:00,00007_26-04-2025-08.27,45.95,76.18
00008,60000,71801,AVE,AVE,2025-04-26 08:57:00,2025-04-26 11:41:00,0 days 02:44:00,00008_26-04-2025-08.57,47.45,67.32
00009,60000,71801,IRYO,IRYO,2025-04-26 09:22:00,2025-04-26 12:14:00,0 days 02:52:00,00009_26-04-2025-09.22,35.57,55.75
00010,60000,71801,AVE,AVE,2025-04-26 09:27:00,2025-04-26 12:41:00,0 days 03:14:00,00010_26-04-2025-09.27,45.95,107.47
00009,60000,71801,IRYO,IRYO,2025-04-26 09:57:00,2025-04-26 12:49:00,0 days 02:52:00,00009_26-04-2025-09.57,41.04,45.7
00011,60000,71801,OUIGO,OUIGO,2025-04-26 10:02:00,2025-04-26 13:04:00,0 days 03:02:00,00011_26-04-2025-10.02,35.0,33.53
00012,60000,71801,AVLO,AVLO,2025-04-26 10:27:00,2025-04-26 13:19:00,0 days 02:52:00,00012_26-04-2025-10.27,39.0,56.15
00009,60000,71801,IRYO,IRYO,2025-04-26 11:22:00,2025-04-26 14:14:00,0 days 02:52:00,00009_26-04-2025-11.22,35.57,52.82
00006,60000,71801,AVE,AVE,2025-04-26 11:27:00,2025-04-26 14:46:00,0 days 03:19:00,00006_26-04-2025-11.27,40.2,61.13
00009,60000,71801,IRYO,IRYO,2025-04-26 12:22:00,2025-04-26 15:14:00,0 days 02:52:00,00009_26-04-2025-12.22,31.2,32.01
00013,60000,71801,AVE,AVE,2025-04-26 12:27:00,2025-04-26 15:44:00,0 days 03:17:00,00013_26-04-2025-12.27,45.95,65.45
00014,60000,71801,AVE INT,AVE INT,2025-04-26 13:18:00,2025-04-26 16:22:00,0 days 03:04:00,00014_26-04-2025-13.18,68.95,99.29
00015,60000,71801,OUIGO,OUIGO,2025-04-26 14:12:00,2025-04-26 16:49:00,0 days 02:37:00,00015_26-04-2025-14.12,19.0,18.01
00017,60000,71801,IRYO,IRYO,2025-04-26 14:42:00,2025-04-26 17:41:00,0 days 02:59:00,00017_26-04-2025-14.42,34.77,49.91
00018,60000,71801,AVLO,AVLO,2025-04-26 15:27:00,2025-04-26 18:46:00,0 days 03:19:00,00018_26-04-2025-15.27,25.0,40.31
00007,60000,71801,AVE,AVE,2025-04-26 16:27:00,2025-04-26 19:19:00,0 days 02:52:00,00007_26-04-2025-16.27,80.45,129.79
00002,60000,71801,IRYO,IRYO,2025-04-26 16:37:00,2025-04-26 19:14:00,0 days 02:37:00,00002_26-04-2025-16.37,30.14,40.4
00015,60000,71801,OUIGO,OUIGO,2025-04-26 17:17:00,2025-04-26 19:54:00,0 days 02:37:00,00015_26-04-2025-17.17,22.0,19.99
00018,60000,71801,AVLO,AVLO,2025-04-26 17:27:00,2025-04-26 20:46:00,0 days 03:19:00,00018_26-04-2025-17.27,19.0,33.13
00016,60000,71801,AVE,AVE,2025-04-26 18:27:00,2025-04-26 21:24:00,0 days 02:57:00,00016_26-04-2025-18.27,80.45,119.77
00009,60000,71801,IRYO,IRYO,2025-04-26 19:29:00,2025-04-26 22:21:00,0 days 02:52:00,00009_26-04-2025-19.29,33.76,37.31
00019,60000,71801,AVLO,AVLO,2025-04-26 19:34:00,2025-04-26 22:55:00,0 days 03:21:00,00019_26-04-2025-19.34,25.0,38.99
00009,60000,71801,IRYO,IRYO,2025-04-26 20:22:00,2025-04-26 23:14:00,0 days 02:52:00,00009_26-04-2025-20.22,31.97,25.32
00020,60000,71801,AVE,AVE,2025-04-26 20:27:00,2025-04-26 23:48:00,0 days 03:21:00,00020_26-04-2025-20.27,23.0,38.93
00005,60000,71801,OUIGO,OUIGO,2025-04-26 21:02:00,2025-04-26 23:54:00,0 days 02:52:00,00005_26-04-2025-21.02,22.0,18.6
00021,60000,71801,AVLO,AVLO,2025-04-27 06:27:00,2025-04-27 09:25:00,0 days 02:58:00,00021_27-04-2025-06.27,45.0,60.55
00005,60000,71801,OUIGO,OUIGO,2025-04-27 07:02:00,2025-04-27 09:54:00,0 days 02:52:00,00005_27-04-2025-07.02,39.0,39.17
00006,60000,71801,AVE,AVE,2025-04-27 07:27:00,2025-04-27 10:46:00,0 days 03:19:00,00006_27-04-2025-07.27,45.95,83.34
00009,60000,71801,IRYO,IRYO,2025-04-27 08:07:00,2025-04-27 10:59:00,0 days 02:52:00,00009_27-04-2025-08.07,48.96,60.3
00007,60000,71801,AVE,AVE,2025-04-27 08:27:00,2025-04-27 11:19:00,0 days 02:52:00,00007_27-04-2025-08.27,68.95,103.45
00009,60000,71801,IRYO,IRYO,2025-04-27 09:22:00,2025-04-27 12:14:00,0 days 02:52:00,00009_27-04-2025-09.22,44.01,44.66
00010,60000,71801,AVE,AVE,2025-04-27 09:27:00,2025-04-27 12:41:00,0 days 03:14:00,00010_27-04-2025-09.27,45.95,56.7
00009,60000,71801,IRYO,IRYO,2025-04-27 09:57:00,2025-04-27 12:49:00,0 days 02:52:00,00009_27-04-2025-09.57,62.84,66.16
00011,60000,71801,OUIGO,OUIGO,2025-04-27 10:02:00,2025-04-27 13:04:00,0 days 03:02:00,00011_27-04-2025-10.02,42.0,32.54
00012,60000,71801,AVLO,AVLO,2025-04-27 10:27:00,2025-04-27 13:19:00,0 days 02:52:00,00012_27-04-2025-10.27,39.0,53.86
00009,60000,71801,IRYO,IRYO,2025-04-27 11:22:00,2025-04-27 14:14:00,0 days 02:52:00,00009_27-04-2025-11.22,48.96,67.01
00006,60000,71801,AVE,AVE,2025-04-27 11:27:00,2025-04-27 14:46:00,0 days 03:19:00,00006_27-04-2025-11.27,114.9,158.88
00009,60000,71801,IRYO,IRYO,2025-04-27 12:22:00,2025-04-27 15:14:00,0 days 02:52:00,00009_27-04-2025-12.22,60.58,54.04
00013,60000,71801,AVE,AVE,2025-04-27 12:27:00,2025-04-27 15:44:00,0 days 03:17:00,00013_27-04-2025-12.27,45.95,55.62
00014,60000,71801,AVE INT,AVE INT,2025-04-27 13:18:00,2025-04-27 16:22:00,0 days 03:04:00,00014_27-04-2025-13.18,45.95,66.17
00009,60000,71801,IRYO,IRYO,2025-04-27 14:02:00,2025-04-27 16:54:00,0 days 02:52:00,00009_27-04-2025-14.02,85.9,93.61
00015,60000,71801,OUIGO,OUIGO,2025-04-27 14:12:00,2025-04-27 16:49:00,0 days 02:37:00,00015_27-04-2025-14.12,49.0,56.58
00016,60000,71801,AVE,AVE,2025-04-27 14:27:00,2025-04-27 17:24:00,0 days 02:57:00,00016_27-04-2025-14.27,80.45,91.08
00017,60000,71801,IRYO,IRYO,2025-04-27 14:42:00,2025-04-27 17:41:00,0 days 02:59:00,00017_27-04-2025-14.42,77.76,88.91
00018,60000,71801,AVLO,AVLO,2025-04-27 15:27:00,2025-04-27 18:46:00,0 days 03:19:00,00018_27-04-2025-15.27,55.0,80.4
00007,60000,71801,AVE,AVE,2025-04-27 16:27:00,2025-04-27 19:19:00,0 days 02:52:00,00007_27-04-2025-16.27,68.95,98.75
00002,60000,71801,IRYO,IRYO,2025-04-27 16:37:00,2025-04-27 19:14:00,0 days 02:37:00,00002_27-04-2025-16.37,91.13,86.85
00004,60000,71801,AVE,AVE,2025-04-27 16:57:00,2025-04-27 19:34:00,0 days 02:37:00,00004_27-04-2025-16.57,67.8,74.16
00015,60000,71801,OUIGO,OUIGO,2025-04-27 17:17:00,2025-04-27 19:54:00,0 days 02:37:00,00015_27-04-2025-17.17,55.0,60.44
00009,60000,71801,IRYO,IRYO,2025-04-27 17:22:00,2025-04-27 20:14:00,0 days 02:52:00,00009_27-04-2025-17.22,88.48,71.19
00018,60000,71801,AVLO,AVLO,2025-04-27 17:27:00,2025-04-27 20:46:00,0 days 03:19:00,00018_27-04-2025-17.27,55.0,75.97
00004,60000,71801,AVE,AVE,2025-04-27 17:57:00,2025-04-27 20:34:00,0 days 02:37:00,00004_27-04-2025-17.57,57.45,70.48
00016,60000,71801,AVE,AVE,2025-04-27 18:27:00,2025-04-27 21:24:00,0 days 02:57:00,00016_27-04-2025-18.27,80.45,105.96
00002,60000,71801,IRYO,IRYO,2025-04-27 18:32:00,2025-04-27 21:09:00,0 days 02:37:00,00002_27-04-2025-18.32,88.48,99.14
00004,60000,71801,AVE,AVE,2025-04-27 18:57:00,2025-04-27 21:34:00,0 days 02:37:00,00004_27-04-2025-18.57,94.9,129.18
00009,60000,71801,IRYO,IRYO,2025-04-27 19:29:00,2025-04-27 22:21:00,0 days 02:52:00,00009_27-04-2025-19.29,90.15,81.78
00019,60000,71801,AVLO,AVLO,2025-04-27 19:34:00,2025-04-27 22:55:00,0 days 03:21:00,00019_27-04-2025-19.34,69.0,102.8
00004,60000,71801,AVE,AVE,2025-04-27 20:05:00,2025-04-27 22:42:00,0 days 02:37:00,00004_27-04-2025-20.05,54.25,93.01
00009,60000,71801,IRYO,IRYO,2025-04-27 20:22:00,2025-04-27 23:14:00,0 days 02:52:00,00009_27-04-2025-20.22,85.9,77.55
00020,60000,71801,AVE,AVE,2025-04-27 20:27:00,2025-04-27 23:48:00,0 days 03:21:00,00020_27-04-2025-20.27,68.95,111.34
00005,60000,71801,OUIGO,OUIGO,2025-04-27 21:02:00,2025-04-27 23:54:00,0 days 02:52:00,00005_27-04-2025-21.02,49.0,63.18
00007,60000,71801,AVE,AVE,2025-04-27 21:07:00,2025-04-27 23:59:00,0 days 02:52:00,00007_27-04-2025-21.07,103.4,127.79
00001,60000,71801,AVLO,AVLO,2025-04-28 06:12:00,2025-04-28 08:49:00,0 days 02:37:00,00001_28-04-2025-06.12,25.0,36.65
00002,60000,71801,IRYO,IRYO,2025-04-28 06:22:00,2025-04-28 08:59:00,0 days 02:37:00,00002_28-04-2025-06.22,31.04,31.57
00003,60000,71801,AVE,AVE,2025-04-28 06:27:00,2025-04-28 09:25:00,0 days 02:58:00,00003_28-04-2025-06.27,40.2,50.34
00004,60000,71801,AVE,AVE,2025-04-28 06:57:00,2025-04-28 09:34:00,0 days 02:37:00,00004_28-04-2025-06.57,47.45,60.24
00005,60000,71801,OUIGO,OUIGO,2025-04-28 07:02:00,2025-04-28 09:54:00,0 days 02:52:00,00005_28-04-2025-07.02,29.0,37.02
00002,60000,71801,IRYO,IRYO,2025-04-28 07:22:00,2025-04-28 09:59:00,0 days 02:37:00,00002_28-04-2025-07.22,31.97,51.1
00006,60000,71801,AVE,AVE,2025-04-28 07:27:00,2025-04-28 10:46:00,0 days 03:19:00,00006_28-04-2025-07.27,45.95,71.35
00004,60000,71801,AVE,AVE,2025-04-28 07:57:00,2025-04-28 10:34:00,0 days 02:37:00,00004_28-04-2025-07.57,54.25,82.98
00007,60000,71801,AVE,AVE,2025-04-28 08:27:00,2025-04-28 11:19:00,0 days 02:52:00,00007_28-04-2025-08.27,57.45,78.74
00002,60000,71801,IRYO,IRYO,2025-04-28 08:32:00,2025-04-28 11:09:00,0 days 02:37:00,00002_28-04-2025-08.32,31.97,36.51
00008,60000,71801,AVE,AVE,2025-04-28 08:57:00,2025-04-28 11:41:00,0 days 02:44:00,00008_28-04-2025-08.57,40.7,59.2
00009,60000,71801,IRYO,IRYO,2025-04-28 09:22:00,2025-04-28 12:14:00,0 days 02:52:00,00009_28-04-2025-09.22,48.96,52.32
00010,60000,71801,AVE,AVE,2025-04-28 09:27:00,2025-04-28 12:41:00,0 days 03:14:00,00010_28-04-2025-09.27,61.15,104.17
00009,60000,71801,IRYO,IRYO,2025-04-28 09:57:00,2025-04-28 12:49:00,0 days 02:52:00,00009_28-04-2025-09.57,34.77,34.61
00011,60000,71801,OUIGO,OUIGO,2025-04-28 10:02:00,2025-04-28 13:04:00,0 days 03:02:00,00011_28-04-2025-10.02,33.0,31.5
00012,60000,71801,AVLO,AVLO,2025-04-28 10:27:00,2025-04-28 13:19:00,0 days 02:52:00,00012_28-04-2025-10.27,29.0,42.66
00009,60000,71801,IRYO,IRYO,2025-04-28 11:22:00,2025-04-28 14:14:00,0 days 02:52:00,00009_28-04-2025-11.22,31.04,39.01
00006,60000,71801,AVE,AVE,2025-04-28 11:27:00,2025-04-28 14:46:00,0 days 03:19:00,00006_28-04-2025-11.27,34.45,42.98
00009,60000,71801,IRYO,IRYO,2025-04-28 12:22:00,2025-04-28 15:14:00,0 days 02:52:00,00009_28-04-2025-12.22,30.14,26.76
00013,60000,71801,AVE,AVE,2025-04-28 12:27:00,2025-04-28 15:44:00,0 days 03:17:00,00013_28-04-2025-12.27,40.7,49.74
00004,60000,71801,AVE,AVE,2025-04-28 12:57:00,2025-04-28 15:34:00,0 days 02:37:00,00004_28-04-2025-12.57,33.9,48.14
00014,60000,71801,AVE INT,AVE INT,2025-04-28 13:18:00,2025-04-28 16:22:00,0 days 03:04:00,00014_28-04-2025-13.18,57.45,82.73
00009,60000,71801,IRYO,IRYO,2025-04-28 14:02:00,2025-04-28 16:54:00,0 days 02:52:00,00009_28-04-2025-14.02,31.04,24.68
00015,60000,71801,OUIGO,OUIGO,2025-04-28 14:12:00,2025-04-28 16:49:00,0 days 02:37:00,00015_28-04-2025-14.12,29.0,25.12
00016,60000,71801,AVE,AVE,2025-04-28 14:27:00,2025-04-28 17:24:00,0 days 02:57:00,00016_28-04-2025-14.27,28.75,37.66
00017,60000,71801,IRYO,IRYO,2025-04-28 14:42:00,2025-04-28 17:41:00,0 days 02:59:00,00017_28-04-2025-14.42,50.78,47.81
00004,60000,71801,AVE,AVE,2025-04-28 14:57:00,2025-04-28 17:34:00,0 days 02:37:00,00004_28-04-2025-14.57,33.9,54.5
00018,60000,71801,AVLO,AVLO,2025-04-28 15:27:00,2025-04-28 18:46:00,0 days 03:19:00,00018_28-04-2025-15.27,29.0,43.52
00004,60000,71801,AVE,AVE,2025-04-28 15:57:00,2025-04-28 18:34:00,0 days 02:37:00,00004_28-04-2025-15.57,33.9,46.46
00007,60000,71801,AVE,AVE,2025-04-28 16:27:00,2025-04-28 19:19:00,0 days 02:52:00,00007_28-04-2025-16.27,57.45,86.78
00002,60000,71801,IRYO,IRYO,2025-04-28 16:37:00,2025-04-28 19:14:00,0 days 02:37:00,00002_28-04-2025-16.37,31.04,52.18
00004,60000,71801,AVE,AVE,2025-04-28 16:57:00,2025-04-28 19:34:00,0 days 02:37:00,00004_28-04-2025-16.57,40.7,55.96
00015,60000,71801,OUIGO,OUIGO,2025-04-28 17:17:00,2025-04-28 19:54:00,0 days 02:37:00,00015_28-04-2025-17.17,29.0,31.27
00009,60000,71801,IRYO,IRYO,2025-04-28 17:22:00,2025-04-28 20:14:00,0 days 02:52:00,00009_28-04-2025-17.22,30.14,30.15
00006,60000,71801,AVE,AVE,2025-04-28 17:27:00,2025-04-28 20:46:00,0 days 03:19:00,00006_28-04-2025-17.27,57.45,92.46
00004,60000,71801,AVE,AVE,2025-04-28 17:57:00,2025-04-28 20:34:00,0 days 02:37:00,00004_28-04-2025-17.57,34.45,53.46
00016,60000,71801,AVE,AVE,2025-04-28 18:27:00,2025-04-28 21:24:00,0 days 02:57:00,00016_28-04-2025-18.27,45.95,66.67
00002,60000,71801,IRYO,IRYO,2025-04-28 18:32:00,2025-04-28 21:09:00,0 days 02:37:00,00002_28-04-2025-18.32,30.28,40.68
00004,60000,71801,AVE,AVE,2025-04-28 18:57:00,2025-04-28 21:34:00,0 days 02:37:00,00004_28-04-2025-18.57,33.9,34.63
00009,60000,71801,IRYO,IRYO,2025-04-28 19:29:00,2025-04-28 22:21:00,0 days 02:52:00,00009_28-04-2025-19.29,56.49,62.27
00019,60000,71801,AVLO,AVLO,2025-04-28 19:34:00,2025-04-28 22:55:00,0 days 03:21:00,00019_28-04-2025-19.34,19.0,29.98
00004,60000,71801,AVE,AVE,2025-04-28 20:05:00,2025-04-28 22:42:00,0 days 02:37:00,00004_28-04-2025-20.05,20.35,29.64
00009,60000,71801,IRYO,IRYO,2025-04-28 20:22:00,2025-04-28 23:14:00,0 days 02:52:00,00009_28-04-2025-20.22,28.41,28.57
00020,60000,71801,AVE,AVE,2025-04-28 20:27:00,2025-04-28 23:48:00,0 days 03:21:00,00020_28-04-2025-20.27,17.25,32.08
00005,60000,71801,OUIGO,OUIGO,2025-04-28 21:02:00,2025-04-28 23:54:00,0 days 02:52:00,00005_28-04-2025-21.02,19.0,25.78
00007,60000,71801,AVE,AVE,2025-04-28 21:07:00,2025-04-28 23:59:00,0 days 02:52:00,00007_28-04-2025-21.07,28.75,41.82
00001,60000,71801,AVLO,AVLO,2025-04-29 06:12:00,2025-04-29 08:49:00,0 days 02:37:00,00001_29-04-2025-06.12,29.0,43.49
00002,60000,71801,IRYO,IRYO,2025-04-29 06:22:00,2025-04-29 08:59:00,0 days 02:37:00,00002_29-04-2025-06.22,29.26,19.45
00003,60000,71801,AVE,AVE,2025-04-29 06:27:00,2025-04-29 09:25:00,0 days 02:58:00,00003_29-04-2025-06.27,34.45,51.55
00004,60000,71801,AVE,AVE,2025-04-29 06:57:00,2025-04-29 09:34:00,0 days 02:37:00,00004_29-04-2025-06.57,94.9,138.46
00005,60000,71801,OUIGO,OUIGO,2025-04-29 07:02:00,2025-04-29 09:54:00,0 days 02:52:00,00005_29-04-2025-07.02,29.0,41.96
00002,60000,71801,IRYO,IRYO,2025-04-29 07:22:00,2025-04-29 09:59:00,0 days 02:37:00,00002_29-04-2025-07.22,27.58,28.02
00006,60000,71801,AVE,AVE,2025-04-29 07:27:00,2025-04-29 10:46:00,0 days 03:19:00,00006_29-04-2025-07.27,28.75,25.49
00004,60000,71801,AVE,AVE,2025-04-29 07:57:00,2025-04-29 10:34:00,0 days 02:37:00,00004_29-04-2025-07.57,33.9,51.54
00007,60000,71801,AVE,AVE,2025-04-29 08:27:00,2025-04-29 11:19:00,0 days 02:52:00,00007_29-04-2025-08.27,57.45,92.21
00002,60000,71801,IRYO,IRYO,2025-04-29 08:32:00,2025-04-29 11:09:00,0 days 02:37:00,00002_29-04-2025-08.32,28.41,40.26
00008,60000,71801,AVE,AVE,2025-04-29 08:57:00,2025-04-29 11:41:00,0 days 02:44:00,00008_29-04-2025-08.57,33.9,57.41
00009,60000,71801,IRYO,IRYO,2025-04-29 09:22:00,2025-04-29 12:14:00,0 days 02:52:00,00009_29-04-2025-09.22,30.14,51.8
00010,60000,71801,AVE,AVE,2025-04-29 09:27:00,2025-04-29 12:41:00,0 days 03:14:00,00010_29-04-2025-09.27,57.45,97.03
00009,60000,71801,IRYO,IRYO,2025-04-29 09:57:00,2025-04-29 12:49:00,0 days 02:52:00,00009_29-04-2025-09.57,36.89,30.61
00011,60000,71801,OUIGO,OUIGO,2025-04-29 10:02:00,2025-04-29 13:04:00,0 days 03:02:00,00011_29-04-2025-10.02,29.0,39.15
00012,60000,71801,AVLO,AVLO,2025-04-29 10:27:00,2025-04-29 13:19:00,0 days 02:52:00,00012_29-04-2025-10.27,29.0,40.51
00009,60000,71801,IRYO,IRYO,2025-04-29 11:22:00,2025-04-29 14:14:00,0 days 02:52:00,00009_29-04-2025-11.22,31.97,49.94
00006,60000,71801,AVE,AVE,2025-04-29 11:27:00,2025-04-29 14:46:00,0 days 03:19:00,00006_29-04-2025-11.27,28.75,37.93
00009,60000,71801,IRYO,IRYO,2025-04-29 12:22:00,2025-04-29 15:14:00,0 days 02:52:00,00009_29-04-2025-12.22,30.14,29.88
00013,60000,71801,AVE,AVE,2025-04-29 12:27:00,2025-04-29 15:44:00,0 days 03:17:00,00013_29-04-2025-12.27,40.7,62.24
00004,60000,71801,AVE,AVE,2025-04-29 12:57:00,2025-04-29 15:34:00,0 days 02:37:00,00004_29-04-2025-12.57,33.9,46.61
00014,60000,71801,AVE INT,AVE INT,2025-04-29 13:18:00,2025-04-29 16:22:00,0 days 03:04:00,00014_29-04-2025-13.18,40.2,57.89
00009,60000,71801,IRYO,IRYO,2025-04-29 14:02:00,2025-04-29 16:54:00,0 days 02:52:00,00009_29-04-2025-14.02,28.41,29.27
00015,60000,71801,OUIGO,OUIGO,2025-04-29 14:12:00,2025-04-29 16:49:00,0 days 02:37:00,00015_29-04-2025-14.12,29.0,28.47
00016,60000,71801,AVE,AVE,2025-04-29 14:27:00,2025-04-29 17:24:00,0 days 02:57:00,00016_29-04-2025-14.27,57.45,68.82
00017,60000,71801,IRYO,IRYO,2025-04-29 14:42:00,2025-04-29 17:41:00,0 days 02:59:00,00017_29-04-2025-14.42,31.82,39.71
00004,60000,71801,AVE,AVE,2025-04-29 14:57:00,2025-04-29 17:34:00,0 days 02:37:00,00004_29-04-2025-14.57,33.9,40.37
