service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00016_29-03-2025-18.27,AVE,414,S-103,2025,3,5,18.45,177.0,118.38,0,-120.0,117.71,AVE,172.0,-60.0,28.6,AVLO,199.0,67.2,32.1,AVLO,201.0,120.0,26.41,AVE,201.0
00009_29-03-2025-19.29,IRYO,461,S-109,2025,3,5,19.48,172.0,45.18,4,-121.8,28.6,AVLO,199.0,-61.8,118.38,AVE,177.0,5.4,32.1,AVLO,201.0,58.2,26.41,AVE,201.0
00019_29-03-2025-19.34,AVLO,581,S-106,2025,3,5,19.57,201.0,32.1,8,-127.2,28.6,AVLO,199.0,-67.2,118.38,AVE,177.0,52.8,26.41,AVE,201.0,652.8,62.88,AVLO,178.0
00009_29-03-2025-20.22,IRYO,461,S-109,2025,3,5,20.37,172.0,17.96,1637,-115.2,118.38,AVE,177.0,-48.0,32.1,AVLO,201.0,4.8,26.41,AVE,201.0,604.8,62.88,AVLO,178.0
00020_29-03-2025-20.27,AVE,414,S-103,2025,3,5,20.45,201.0,26.41,127,-120.0,118.38,AVE,177.0,-52.8,32.1,AVLO,201.0,600.0,62.88,AVLO,178.0,660.0,40.82,AVE,199.0
00005_29-03-2025-21.02,OUIGO,509,S-108,2025,3,5,21.03,172.0,26.97,4,-87.6,32.1,AVLO,201.0,-34.8,26.41,AVE,201.0,565.2,62.88,AVLO,178.0,625.2,40.82,AVE,199.0
00021_30-03-2025-06.27,AVLO,581,S-106,2025,3,6,6.45,178.0,62.88,30,-652.8,32.1,AVLO,201.0,-600.0,26.41,AVE,201.0,60.0,40.82,AVE,199.0,120.0,72.54,AVE,172.0
00005_30-03-2025-07.02,OUIGO,509,S-108,2025,3,6,7.03,172.0,14.97,5194,-634.8,26.41,AVE,201.0,-34.8,62.88,AVLO,178.0,25.2,40.82,AVE,199.0,85.2,72.54,AVE,172.0
00006_30-03-2025-07.27,AVE,414,S-103,2025,3,6,7.45,199.0,40.82,264,-660.0,26.41,AVE,201.0,-60.0,62.88,AVLO,178.0,60.0,72.54,AVE,172.0,120.0,61.78,AVE,194.0
00009_30-03-2025-08.07,IRYO,461,S-109,2025,3,6,8.12,172.0,56.84,19,-100.2,62.88,AVLO,178.0,-40.2,40.82,AVE,199.0,19.8,72.54,AVE,172.0,79.8,61.78,AVE,194.0
00007_30-03-2025-08.27,AVE,414,S-103,2025,3,6,8.45,172.0,72.54,20,-120.0,62.88,AVLO,178.0,-60.0,40.82,AVE,199.0,60.0,61.78,AVE,194.0,120.0,39.18,AVLO,172.0
00009_30-03-2025-09.22,IRYO,461,S-109,2025,3,6,9.37,172.0,49.79,45,-115.2,40.82,AVE,199.0,-55.2,72.54,AVE,172.0,4.8,61.78,AVE,194.0,64.8,39.18,AVLO,172.0
00010_30-03-2025-09.27,AVE,414,S-103,2025,3,6,9.45,194.0,61.78,79,-120.0,40.82,AVE,199.0,-60.0,72.54,AVE,172.0,60.0,39.18,AVLO,172.0,120.0,151.17,AVE,199.0
00009_30-03-2025-09.57,IRYO,461,S-109,2025,3,6,9.95,172.0,76.01,2,-90.0,72.54,AVE,172.0,-30.0,61.78,AVE,194.0,30.0,39.18,AVLO,172.0,90.0,151.17,AVE,199.0
00011_30-03-2025-10.02,OUIGO,509,S-108,2025,3,6,10.03,182.0,37.95,82,-94.8,72.54,AVE,172.0,-34.8,61.78,AVE,194.0,25.2,39.18,AVLO,172.0,85.2,151.17,AVE,199.0
00012_30-03-2025-10.27,AVLO,581,S-106,2025,3,6,10.45,172.0,39.18,197,-120.0,72.54,AVE,172.0,-60.0,61.78,AVE,194.0,60.0,151.17,AVE,199.0,120.0,51.97,AVE,197.0
00009_30-03-2025-11.22,IRYO,461,S-109,2025,3,6,11.37,172.0,67.99,18,-115.2,61.78,AVE,194.0,-55.2,39.18,AVLO,172.0,4.8,151.17,AVE,199.0,64.8,51.97,AVE,197.0
00006_30-03-2025-11.27,AVE,803,S-103,2025,3,6,11.45,199.0,151.17,0,-120.0,61.78,AVE,194.0,-60.0,39.18,AVLO,172.0,60.0,51.97,AVE,197.0,111.0,55.14,AVE,184.0
00009_30-03-2025-12.22,IRYO,461,S-109,2025,3,6,12.37,172.0,41.25,174,-115.2,39.18,AVLO,172.0,-55.2,151.17,AVE,199.0,4.8,51.97,AVE,197.0,55.8,55.14,AVE,184.0
00013_30-03-2025-12.27,AVE,398,S-103,2025,3,6,12.45,197.0,51.97,210,-120.0,39.18,AVLO,172.0,-60.0,151.17,AVE,199.0,51.0,55.14,AVE,184.0,120.0,74.22,AVE,177.0
00014_30-03-2025-13.18,AVE,339,S-100,2025,3,6,13.3,184.0,55.14,83,-111.0,151.17,AVE,199.0,-51.0,51.97,AVE,197.0,69.0,74.22,AVE,177.0,129.0,76.03,AVLO,199.0
00009_30-03-2025-14.02,IRYO,461,S-109,2025,3,6,14.03,172.0,86.86,2,-94.8,51.97,AVE,197.0,-43.8,55.14,AVE,184.0,25.2,74.22,AVE,177.0,85.2,76.03,AVLO,199.0
00015_30-03-2025-14.12,OUIGO,509,S-108,2025,3,6,14.2,157.0,44.79,83,-105.0,51.97,AVE,197.0,-54.0,55.14,AVE,184.0,15.0,74.22,AVE,177.0,75.0,76.03,AVLO,199.0
00016_30-03-2025-14.27,AVE,381,S-103,2025,3,6,14.45,177.0,74.22,50,-120.0,51.97,AVE,197.0,-69.0,55.14,AVE,184.0,60.0,76.03,AVLO,199.0,120.0,83.98,AVE,172.0
00017_30-03-2025-14.42,IRYO,461,S-109,2025,3,6,14.7,179.0,98.61,0,-84.0,55.14,AVE,184.0,-15.0,74.22,AVE,177.0,45.0,76.03,AVLO,199.0,105.0,83.98,AVE,172.0
00018_30-03-2025-15.27,AVLO,571,S-106,2025,3,6,15.45,199.0,76.03,1,-129.0,55.14,AVE,184.0,-60.0,74.22,AVE,177.0,60.0,83.98,AVE,172.0,90.0,78.13,AVE,157.0
00007_30-03-2025-16.27,AVE,414,S-103,2025,3,6,16.45,172.0,83.98,72,-120.0,74.22,AVE,177.0,-60.0,76.03,AVLO,199.0,30.0,78.13,AVE,157.0,60.0,72.01,AVLO,199.0
00002_30-03-2025-16.37,IRYO,461,S-109,2025,3,6,16.62,157.0,100.09,1,-70.2,76.03,AVLO,199.0,-10.2,83.98,AVE,172.0,19.8,78.13,AVE,157.0,49.8,72.01,AVLO,199.0
00004_30-03-2025-16.57,AVE,414,S-103,2025,3,6,16.95,157.0,78.13,153,-90.0,76.03,AVLO,199.0,-30.0,83.98,AVE,172.0,30.0,72.01,AVLO,199.0,60.0,52.32,AVE,157.0
00015_30-03-2025-17.17,OUIGO,509,S-108,2025,3,6,17.28,157.0,66.86,21,-49.8,83.98,AVE,172.0,-19.8,78.13,AVE,157.0,10.2,72.01,AVLO,199.0,40.2,52.32,AVE,157.0
00009_30-03-2025-17.22,IRYO,461,S-109,2025,3,6,17.37,172.0,84.76,4,-55.2,83.98,AVE,172.0,-25.2,78.13,AVE,157.0,4.8,72.01,AVLO,199.0,34.8,52.32,AVE,157.0
00018_30-03-2025-17.27,AVLO,581,S-106,2025,3,6,17.45,199.0,72.01,9,-60.0,83.98,AVE,172.0,-30.0,78.13,AVE,157.0,30.0,52.32,AVE,157.0,60.0,82.57,AVE,177.0
00004_30-03-2025-17.57,AVE,414,S-103,2025,3,6,17.95,157.0,52.32,397,-60.0,78.13,AVE,157.0,-30.0,72.01,AVLO,199.0,30.0,82.57,AVE,177.0,60.0,121.54,AVE,157.0
00016_30-03-2025-18.27,AVE,414,S-103,2025,3,6,18.45,177.0,82.57,9,-60.0,72.01,AVLO,199.0,-30.0,52.32,AVE,157.0,30.0,121.54,AVE,157.0,67.2,83.64,AVLO,201.0
00002_30-03-2025-18.32,IRYO,461,S-109,2025,3,6,18.53,157.0,93.69,0,-34.8,52.32,AVE,157.0,-4.8,82.57,AVE,177.0,25.2,121.54,AVE,157.0,62.4,83.64,AVLO,201.0
00004_30-03-2025-18.57,AVE,414,S-103,2025,3,6,18.95,157.0,121.54,1,-60.0,52.32,AVE,157.0,-30.0,82.57,AVE,177.0,37.2,83.64,AVLO,201.0,67.8,67.97,AVE,157.0
00009_30-03-2025-19.29,IRYO,461,S-109,2025,3,6,19.48,172.0,84.35,2,-61.8,82.57,AVE,177.0,-31.8,121.54,AVE,157.0,5.4,83.64,AVLO,201.0,36.0,67.97,AVE,157.0
00019_30-03-2025-19.34,AVLO,581,S-106,2025,3,6,19.57,201.0,83.64,0,-67.2,82.57,AVE,177.0,-37.2,121.54,AVE,157.0,30.6,67.97,AVE,157.0,52.8,74.99,AVE,201.0
00004_30-03-2025-20.05,AVE,414,S-103,2025,3,6,20.08,157.0,67.97,16,-67.8,121.54,AVE,157.0,-30.6,83.64,AVLO,201.0,22.2,74.99,AVE,201.0,62.4,100.98,AVE,172.0
00009_30-03-2025-20.22,IRYO,461,S-109,2025,3,6,20.37,172.0,96.05,0,-48.0,83.64,AVLO,201.0,-17.4,67.97,AVE,157.0,4.8,74.99,AVE,201.0,45.0,100.98,AVE,172.0
00020_30-03-2025-20.27,AVE,834,S-103,2025,3,6,20.45,201.0,74.99,2,-52.8,83.64,AVLO,201.0,-22.2,67.97,AVE,157.0,40.2,100.98,AVE,172.0,585.0,29.77,AVLO,157.0
00005_30-03-2025-21.02,OUIGO,509,S-108,2025,3,6,21.03,172.0,53.03,0,-57.0,67.97,AVE,157.0,-34.8,74.99,AVE,201.0,5.4,100.98,AVE,172.0,550.2,29.77,AVLO,157.0
00007_30-03-2025-21.07,AVE,414,S-103,2025,3,6,21.12,172.0,100.98,0,-62.4,67.97,AVE,157.0,-40.2,74.99,AVE,201.0,544.8,29.77,AVLO,157.0,559.8,36.21,AVE,178.0
00001_31-03-2025-06.12,AVLO,581,S-106,2025,3,0,6.2,157.0,29.77,600,-585.0,74.99,AVE,201.0,-544.8,100.98,AVE,172.0,15.0,36.21,AVE,178.0,45.0,51.28,AVE,157.0
00002_31-03-2025-06.22,IRYO,461,S-109,2025,3,0,6.37,157.0,30.51,522,-555.0,100.98,AVE,172.0,-10.2,29.77,AVLO,157.0,4.8,36.21,AVE,178.0,34.8,51.28,AVE,157.0
00003_31-03-2025-06.27,AVE,359,S-103,2025,3,0,6.45,178.0,36.21,781,-559.8,100.98,AVE,172.0,-15.0,29.77,AVLO,157.0,30.0,51.28,AVE,157.0,60.0,58.65,AVE,199.0
00004_31-03-2025-06.57,AVE,414,S-103,2025,3,0,6.95,157.0,51.28,240,-45.0,29.77,AVLO,157.0,-30.0,36.21,AVE,178.0,30.0,58.65,AVE,199.0,60.0,62.15,AVE,157.0
00005_31-03-2025-07.02,OUIGO,509,S-108,2025,3,0,7.03,172.0,39.13,20,-34.8,36.21,AVE,178.0,-4.8,51.28,AVE,157.0,25.2,58.65,AVE,199.0,55.2,62.15,AVE,157.0
00002_31-03-2025-07.22,IRYO,461,S-109,2025,3,0,7.37,157.0,35.54,110,-55.2,36.21,AVE,178.0,-25.2,51.28,AVE,157.0,4.8,58.65,AVE,199.0,34.8,62.15,AVE,157.0
00006_31-03-2025-07.27,AVE,414,S-103,2025,3,0,7.45,199.0,58.65,25,-60.0,36.21,AVE,178.0,-30.0,51.28,AVE,157.0,30.0,62.15,AVE,157.0,60.0,71.3,AVE,172.0
00004_31-03-2025-07.57,AVE,414,S-103,2025,3,0,7.95,157.0,62.15,37,-60.0,51.28,AVE,157.0,-30.0,58.65,AVE,199.0,30.0,71.3,AVE,172.0,60.0,59.19,AVE,164.0
00007_31-03-2025-08.27,AVE,414,S-103,2025,3,0,8.45,172.0,71.3,7,-60.0,58.65,AVE,199.0,-30.0,62.15,AVE,157.0,30.0,59.19,AVE,164.0,60.0,68.8,AVE,194.0
00002_31-03-2025-08.32,IRYO,461,S-109,2025,3,0,8.53,157.0,29.13,125,-34.8,62.15,AVE,157.0,-4.8,71.3,AVE,172.0,25.2,59.19,AVE,164.0,55.2,68.8,AVE,194.0
00008_31-03-2025-08.57,AVE,836,S-103,2025,3,0,8.95,164.0,59.19,34,-60.0,62.15,AVE,157.0,-30.0,71.3,AVE,172.0,30.0,68.8,AVE,194.0,90.0,37.42,AVLO,172.0
00009_31-03-2025-09.22,IRYO,461,S-109,2025,3,0,9.37,172.0,50.18,19,-55.2,71.3,AVE,172.0,-25.2,59.19,AVE,164.0,4.8,68.8,AVE,194.0,64.8,37.42,AVLO,172.0
00010_31-03-2025-09.27,AVE,414,S-103,2025,3,0,9.45,194.0,68.8,8,-60.0,71.3,AVE,172.0,-30.0,59.19,AVE,164.0,60.0,37.42,AVLO,172.0,120.0,33.62,AVE,199.0
00009_31-03-2025-09.57,IRYO,461,S-109,2025,3,0,9.95,172.0,29.24,162,-60.0,59.19,AVE,164.0,-30.0,68.8,AVE,194.0,30.0,37.42,AVLO,172.0,90.0,33.62,AVE,199.0
00011_31-03-2025-10.02,OUIGO,509,S-108,2025,3,0,10.03,182.0,26.88,102,-64.8,59.19,AVE,164.0,-34.8,68.8,AVE,194.0,25.2,37.42,AVLO,172.0,85.2,33.62,AVE,199.0
00012_31-03-2025-10.27,AVLO,581,S-106,2025,3,0,10.45,172.0,37.42,89,-90.0,59.19,AVE,164.0,-60.0,68.8,AVE,194.0,60.0,33.62,AVE,199.0,120.0,47.67,AVE,197.0
00009_31-03-2025-11.22,IRYO,461,S-109,2025,3,0,11.37,172.0,37.02,61,-115.2,68.8,AVE,194.0,-55.2,37.42,AVLO,172.0,4.8,33.62,AVE,199.0,64.8,47.67,AVE,197.0
00006_31-03-2025-11.27,AVE,826,S-103,2025,3,0,11.45,199.0,33.62,290,-120.0,68.8,AVE,194.0,-60.0,37.42,AVLO,172.0,60.0,47.67,AVE,197.0,90.0,34.63,AVE,157.0
00009_31-03-2025-12.22,IRYO,461,S-109,2025,3,0,12.37,172.0,40.05,30,-115.2,37.42,AVLO,172.0,-55.2,33.62,AVE,199.0,4.8,47.67,AVE,197.0,34.8,34.63,AVE,157.0
00013_31-03-2025-12.27,AVE,378,S-103,2025,3,0,12.45,197.0,47.67,52,-120.0,37.42,AVLO,172.0,-60.0,33.62,AVE,199.0,30.0,34.63,AVE,157.0,51.0,68.94,AVE,184.0
00004_31-03-2025-12.57,AVE,414,S-103,2025,3,0,12.95,157.0,34.63,336,-90.0,33.62,AVE,199.0,-30.0,47.67,AVE,197.0,21.0,68.94,AVE,184.0,90.0,27.99,AVE,177.0
00014_31-03-2025-13.18,AVE,339,S-100,2025,3,0,13.3,184.0,68.94,0,-51.0,47.67,AVE,197.0,-21.0,34.63,AVE,157.0,69.0,27.99,AVE,177.0,99.0,44.06,AVE,157.0
00009_31-03-2025-14.02,IRYO,461,S-109,2025,3,0,14.03,172.0,34.38,42,-64.8,34.63,AVE,157.0,-43.8,68.94,AVE,184.0,25.2,27.99,AVE,177.0,55.2,44.06,AVE,157.0
00015_31-03-2025-14.12,OUIGO,509,S-108,2025,3,0,14.2,157.0,22.57,169,-75.0,34.63,AVE,157.0,-54.0,68.94,AVE,184.0,15.0,27.99,AVE,177.0,45.0,44.06,AVE,157.0
00016_31-03-2025-14.27,AVE,291,S-100,2025,3,0,14.45,177.0,27.99,471,-90.0,34.63,AVE,157.0,-69.0,68.94,AVE,184.0,30.0,44.06,AVE,157.0,60.0,32.97,AVLO,199.0
00017_31-03-2025-14.42,IRYO,461,S-109,2025,3,0,14.7,179.0,52.13,4,-84.0,68.94,AVE,184.0,-15.0,27.99,AVE,177.0,15.0,44.06,AVE,157.0,45.0,32.97,AVLO,199.0
00004_31-03-2025-14.57,AVE,414,S-103,2025,3,0,14.95,157.0,44.06,211,-99.0,68.94,AVE,184.0,-30.0,27.99,AVE,177.0,30.0,32.97,AVLO,199.0,60.0,41.57,AVE,157.0
00018_31-03-2025-15.27,AVLO,571,S-106,2025,3,0,15.45,199.0,32.97,49,-60.0,27.99,AVE,177.0,-30.0,44.06,AVE,157.0,30.0,41.57,AVE,157.0,60.0,69.92,AVE,172.0
00004_31-03-2025-15.57,AVE,414,S-103,2025,3,0,15.95,157.0,41.57,444,-60.0,44.06,AVE,157.0,-30.0,32.97,AVLO,199.0,30.0,69.92,AVE,172.0,60.0,49.34,AVE,157.0
00007_31-03-2025-16.27,AVE,414,S-103,2025,3,0,16.45,172.0,69.92,41,-60.0,32.97,AVLO,199.0,-30.0,41.57,AVE,157.0,30.0,49.34,AVE,157.0,60.0,59.21,AVE,199.0
00002_31-03-2025-16.37,IRYO,461,S-109,2025,3,0,16.62,157.0,36.43,206,-40.2,41.57,AVE,157.0,-10.2,69.92,AVE,172.0,19.8,49.34,AVE,157.0,49.8,59.21,AVE,199.0
00004_31-03-2025-16.57,AVE,414,S-103,2025,3,0,16.95,157.0,49.34,380,-60.0,41.57,AVE,157.0,-30.0,69.92,AVE,172.0,30.0,59.21,AVE,199.0,60.0,49.89,AVE,157.0
00015_31-03-2025-17.17,OUIGO,509,S-108,2025,3,0,17.28,157.0,32.22,95,-49.8,69.92,AVE,172.0,-19.8,49.34,AVE,157.0,10.2,59.21,AVE,199.0,40.2,49.89,AVE,157.0
00009_31-03-2025-17.22,IRYO,461,S-109,2025,3,0,17.37,172.0,25.79,265,-55.2,69.92,AVE,172.0,-25.2,49.34,AVE,157.0,4.8,59.21,AVE,199.0,34.8,49.89,AVE,157.0
00006_31-03-2025-17.27,AVE,414,S-103,2025,3,0,17.45,199.0,59.21,18,-60.0,69.92,AVE,172.0,-30.0,49.34,AVE,157.0,30.0,49.89,AVE,157.0,60.0,55.99,AVE,177.0
00004_31-03-2025-17.57,AVE,414,S-103,2025,3,0,17.95,157.0,49.89,173,-60.0,49.34,AVE,157.0,-30.0,59.21,AVE,199.0,30.0,55.99,AVE,177.0,60.0,44.29,AVE,157.0
00016_31-03-2025-18.27,AVE,414,S-103,2025,3,0,18.45,177.0,55.99,35,-60.0,59.21,AVE,199.0,-30.0,49.89,AVE,157.0,30.0,44.29,AVE,157.0,67.2,25.69,AVLO,201.0
00002_31-03-2025-18.32,IRYO,461,S-109,2025,3,0,18.53,157.0,38.59,38,-34.8,49.89,AVE,157.0,-4.8,55.99,AVE,177.0,25.2,44.29,AVE,157.0,62.4,25.69,AVLO,201.0
00004_31-03-2025-18.57,AVE,414,S-103,2025,3,0,18.95,157.0,44.29,95,-60.0,49.89,AVE,157.0,-30.0,55.99,AVE,177.0,37.2,25.69,AVLO,201.0,67.8,22.25,AVE,157.0
00009_31-03-2025-19.29,IRYO,461,S-109,2025,3,0,19.48,172.0,56.29,1,-61.8,55.99,AVE,177.0,-31.8,44.29,AVE,157.0,5.4,25.69,AVLO,201.0,36.0,22.25,AVE,157.0
00019_31-03-2025-19.34,AVLO,581,S-106,2025,3,0,19.57,201.0,25.69,7,-67.2,55.99,AVE,177.0,-37.2,44.29,AVE,157.0,30.6,22.25,AVE,157.0,52.8,21.21,AVE,201.0
00004_31-03-2025-20.05,AVE,414,S-103,2025,3,0,20.08,157.0,22.25,224,-67.8,44.29,AVE,157.0,-30.6,25.69,AVLO,201.0,22.2,21.21,AVE,201.0,62.4,32.82,AVE,172.0
00009_31-03-2025-20.22,IRYO,461,S-109,2025,3,0,20.37,172.0,21.89,40,-48.0,25.69,AVLO,201.0,-17.4,22.25,AVE,157.0,4.8,21.21,AVE,201.0,45.0,32.82,AVE,172.0
00020_31-03-2025-20.27,AVE,414,S-103,2025,3,0,20.45,201.0,21.21,83,-52.8,25.69,AVLO,201.0,-22.2,22.25,AVE,157.0,40.2,32.82,AVE,172.0,585.0,35.58,AVLO,157.0
00005_31-03-2025-21.02,OUIGO,509,S-108,2025,3,0,21.03,172.0,14.6,1388,-57.0,22.25,AVE,157.0,-34.8,21.21,AVE,201.0,5.4,32.82,AVE,172.0,550.2,35.58,AVLO,157.0
00007_31-03-2025-21.07,AVE,414,S-103,2025,3,0,21.12,172.0,32.82,9,-62.4,22.25,AVE,157.0,-40.2,21.21,AVE,201.0,544.8,35.58,AVLO,157.0,559.8,37.43,AVE,178.0
00001_01-04-2025-06.12,AVLO,581,S-106,2025,4,1,6.2,157.0,35.58,815,-585.0,21.21,AVE,201.0,-544.8,32.82,AVE,172.0,15.0,37.43,AVE,178.0,45.0,120.09,AVE,157.0
00002_01-04-2025-06.22,IRYO,461,S-109,2025,4,1,6.37,157.0,28.05,1174,-555.0,32.82,AVE,172.0,-10.2,35.58,AVLO,157.0,4.8,37.43,AVE,178.0,34.8,120.09,AVE,157.0
00003_01-04-2025-06.27,AVE,359,S-103,2025,4,1,6.45,178.0,37.43,1338,-559.8,32.82,AVE,172.0,-15.0,35.58,AVLO,157.0,30.0,120.09,AVE,157.0,60.0,29.64,AVE,199.0
00004_01-04-2025-06.57,AVE,414,S-103,2025,4,1,6.95,157.0,120.09,0,-45.0,35.58,AVLO,157.0,-30.0,37.43,AVE,178.0,30.0,29.64,AVE,199.0,60.0,46.35,AVE,157.0
00005_01-04-2025-07.02,OUIGO,509,S-108,2025,4,1,7.03,172.0,55.45,4,-34.8,37.43,AVE,178.0,-4.8,120.09,AVE,157.0,25.2,29.64,AVE,199.0,55.2,46.35,AVE,157.0
00002_01-04-2025-07.22,IRYO,461,S-109,2025,4,1,7.37,157.0,41.78,105,-55.2,37.43,AVE,178.0,-25.2,120.09,AVE,157.0,4.8,29.64,AVE,199.0,34.8,46.35,AVE,157.0
00006_01-04-2025-07.27,AVE,414,S-103,2025,4,1,7.45,199.0,29.64,626,-60.0,37.43,AVE,178.0,-30.0,120.09,AVE,157.0,30.0,46.35,AVE,157.0,60.0,65.16,AVE,172.0
00004_01-04-2025-07.57,AVE,414,S-103,2025,4,1,7.95,157.0,46.35,268,-60.0,120.09,AVE,157.0,-30.0,29.64,AVE,199.0,30.0,65.16,AVE,172.0,60.0,45.55,AVE,164.0
00007_01-04-2025-08.27,AVE,414,S-103,2025,4,1,8.45,172.0,65.16,16,-60.0,29.64,AVE,199.0,-30.0,46.35,AVE,157.0,30.0,45.55,AVE,164.0,60.0,72.47,AVE,194.0
00002_01-04-2025-08.32,IRYO,461,S-109,2025,4,1,8.53,157.0,41.56,30,-34.8,46.35,AVE,157.0,-4.8,65.16,AVE,172.0,25.2,45.55,AVE,164.0,55.2,72.47,AVE,194.0
00008_01-04-2025-08.57,AVE,414,S-103,2025,4,1,8.95,164.0,45.55,189,-60.0,46.35,AVE,157.0,-30.0,65.16,AVE,172.0,30.0,72.47,AVE,194.0,90.0,34.89,AVLO,172.0
00009_01-04-2025-09.22,IRYO,461,S-109,2025,4,1,9.37,172.0,42.86,62,-55.2,65.16,AVE,172.0,-25.2,45.55,AVE,164.0,4.8,72.47,AVE,194.0,64.8,34.89,AVLO,172.0
00010_01-04-2025-09.27,AVE,414,S-103,2025,4,1,9.45,194.0,72.47,8,-60.0,65.16,AVE,172.0,-30.0,45.55,AVE,164.0,60.0,34.89,AVLO,172.0,120.0,36.22,AVE,199.0
00009_01-04-2025-09.57,IRYO,461,S-109,2025,4,1,9.95,172.0,37.26,118,-60.0,45.55,AVE,164.0,-30.0,72.47,AVE,194.0,30.0,34.89,AVLO,172.0,90.0,36.22,AVE,199.0
00011_01-04-2025-10.02,OUIGO,509,S-108,2025,4,1,10.03,182.0,39.94,31,-64.8,45.55,AVE,164.0,-34.8,72.47,AVE,194.0,25.2,34.89,AVLO,172.0,85.2,36.22,AVE,199.0
00012_01-04-2025-10.27,AVLO,581,S-106,2025,4,1,10.45,172.0,34.89,157,-90.0,45.55,AVE,164.0,-60.0,72.47,AVE,194.0,60.0,36.22,AVE,199.0,120.0,58.71,AVE,197.0
00009_01-04-2025-11.22,IRYO,461,S-109,2025,4,1,11.37,172.0,17.98,726,-115.2,72.47,AVE,194.0,-55.2,34.89,AVLO,172.0,4.8,36.22,AVE,199.0,64.8,58.71,AVE,197.0
00006_01-04-2025-11.27,AVE,826,S-103,2025,4,1,11.45,199.0,36.22,338,-120.0,72.47,AVE,194.0,-60.0,34.89,AVLO,172.0,60.0,58.71,AVE,197.0,90.0,37.21,AVE,157.0
00009_01-04-2025-12.22,IRYO,461,S-109,2025,4,1,12.37,172.0,24.21,299,-115.2,34.89,AVLO,172.0,-55.2,36.22,AVE,199.0,4.8,58.71,AVE,197.0,34.8,37.21,AVE,157.0
00013_01-04-2025-12.27,AVE,378,S-103,2025,4,1,12.45,197.0,58.71,23,-120.0,34.89,AVLO,172.0,-60.0,36.22,AVE,199.0,30.0,37.21,AVE,157.0,51.0,48.24,AVE,184.0
00004_01-04-2025-12.57,AVE,414,S-103,2025,4,1,12.95,157.0,37.21,382,-90.0,36.22,AVE,199.0,-30.0,58.71,AVE,197.0,21.0,48.24,AVE,184.0,90.0,63.49,AVE,177.0
00014_01-04-2025-13.18,AVE,339,S-100,2025,4,1,13.3,184.0,48.24,40,-51.0,58.71,AVE,197.0,-21.0,37.21,AVE,157.0,69.0,63.49,AVE,177.0,99.0,40.51,AVE,157.0
00009_01-04-2025-14.02,IRYO,461,S-109,2025,4,1,14.03,172.0,36.21,67,-64.8,37.21,AVE,157.0,-43.8,48.24,AVE,184.0,25.2,63.49,AVE,177.0,55.2,40.51,AVE,157.0
00015_01-04-2025-14.12,OUIGO,509,S-108,2025,4,1,14.2,157.0,55.79,1,-75.0,37.21,AVE,157.0,-54.0,48.24,AVE,184.0,15.0,63.49,AVE,177.0,45.0,40.51,AVE,157.0
00016_01-04-2025-14.27,AVE,291,S-100,2025,4,1,14.45,177.0,63.49,19,-90.0,37.21,AVE,157.0,-69.0,48.24,AVE,184.0,30.0,40.51,AVE,157.0,60.0,30.2,AVLO,199.0
00017_01-04-2025-14.42,IRYO,461,S-109,2025,4,1,14.7,179.0,42.53,30,-84.0,48.24,AVE,184.0,-15.0,63.49,AVE,177.0,15.0,40.51,AVE,157.0,45.0,30.2,AVLO,199.0
00004_01-04-2025-14.57,AVE,414,S-103,2025,4,1,14.95,157.0,40.51,414,-99.0,48.24,AVE,184.0,-30.0,63.49,AVE,177.0,30.0,30.2,AVLO,199.0,60.0,34.74,AVE,157.0
00018_01-04-2025-15.27,AVLO,571,S-106,2025,4,1,15.45,199.0,30.2,70,-60.0,63.49,AVE,177.0,-30.0,40.51,AVE,157.0,30.0,34.74,AVE,157.0,60.0,44.04,AVE,172.0
00004_01-04-2025-15.57,AVE,414,S-103,2025,4,1,15.95,157.0,34.74,901,-60.0,40.51,AVE,157.0,-30.0,30.2,AVLO,199.0,30.0,44.04,AVE,172.0,60.0,58.98,AVE,157.0
00007_01-04-2025-16.27,AVE,414,S-103,2025,4,1,16.45,172.0,44.04,390,-60.0,30.2,AVLO,199.0,-30.0,34.74,AVE,157.0,30.0,58.98,AVE,157.0,60.0,35.85,AVE,199.0
00002_01-04-2025-16.37,IRYO,461,S-109,2025,4,1,16.62,157.0,10.0,4179,-40.2,34.74,AVE,157.0,-10.2,44.04,AVE,172.0,19.8,58.98,AVE,157.0,49.8,35.85,AVE,199.0
00004_01-04-2025-16.57,AVE,414,S-103,2025,4,1,16.95,157.0,58.98,166,-60.0,34.74,AVE,157.0,-30.0,44.04,AVE,172.0,30.0,35.85,AVE,199.0,60.0,72.16,AVE,157.0
00015_01-04-2025-17.17,OUIGO,509,S-108,2025,4,1,17.28,157.0,24.31,250,-49.8,44.04,AVE,172.0,-19.8,58.98,AVE,157.0,10.2,35.85,AVE,199.0,40.2,72.16,AVE,157.0
